company,report_year,activity,label,code_numeric
Commerzbank AG,2023,68.31 Real estate agencies,,
Commerzbank AG,2023,68.32 Management of real estate on a fee or contract basis,,
Commerzbank AG,2023,69.10 Legal activities,,
Commerzbank AG,2023,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy",,
Commerzbank AG,2023,70.10 Activities of head offices,,
Commerzbank AG,2023,70.22 Business and other management consultancy activities,,
Commerzbank AG,2023,71.11 Architectural activities,,
Commerzbank AG,2023,71.12 Engineering activities and related technical consultancy,,
Commerzbank AG,2023,71.20 Technical testing and analysis,,
Commerzbank AG,2023,72.11 Research and experimental development on biotechnology,,
Commerzbank AG,2023,72.19 Other research and experimental development on natural sciences and engineering,,
Commerzbank AG,2023,73.11 Advertising agencies,,
Commerzbank AG,2023,73.12 Media representation,,
Commerzbank AG,2023,73.20 Market research and public opinion polling,,
Commerzbank AG,2023,74.10 Specialised design activities,,
Commerzbank AG,2023,"74.90 Other professional, scientific and technical activities n.e.c.",,
Commerzbank AG,2023,75.00 Veterinary activities,,
Commerzbank AG,2023,Amount and proportion of other taxonomy-aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,Amount and proportion of taxonomyaligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Commerzbank AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
Compagnie de l'Odet SE,2023,the manufacture of plastic packaging,,1.1
Compagnie de l'Odet SE,2023,"Creative, artistic and live entertainment activities",,13.1
Compagnie de l'Odet SE,2023,"Production of cinematographic films, videos and television programs; sound recording and music publishing",,13.3
Compagnie de l'Odet SE,2023,Manufacture of low-carbon technologies for transportation,,3.3
Compagnie de l'Odet SE,2023,Battery manufacturing,,3.4
Compagnie de l'Odet SE,2023,the provision of data-based IT/operational solutions,,4.1
Compagnie de l'Odet SE,2023,Electricity storage,,4.10
Compagnie de l'Odet SE,2023,Products as services and other circular service models focused on use and results,,5.5
Compagnie de l'Odet SE,2023,Road freight transport,,6.6
Compagnie de l'Odet SE,2023,Renovation of existing buildings,,7.2
Compagnie de l'Odet SE,2023,Acquisition and ownership of buildings,,7.7
Compagnie de l'Odet SE,2023,Programming and broadcasting activity,,8.3
Compagnie de l'Odet SE,2023,road freight transport,,ACTIVITIES 6.6
Compagnie de l'Odet SE,2023,"the installation, maintenance and repair of equipment promoting energy efficiency",,ACTIVITIES 7.3
Compagnie de l'Odet SE,2023,plastic packaging manufacturing,,ACTIVITY 1.1
Compagnie de l'Odet SE,2023,"Production of cinematographic films, videos and television programs; sound recording and music publishing",CCA,13.3
Compagnie de l'Odet SE,2023,Programming and broadcasting activity,CCA,8.3
Compagnie de l'Odet SE,2023,Manufacture of low-carbon technologies for transportation,CCM,3.3
Compagnie de l'Odet SE,2023,Acquisition and ownership of buildings,CCM,7.7
Continental AG,2023,Manufacture of automotive and mobility components,CCM,3.18
Continental AG,2023,Manufacture of rail rolling stock constituents,CCM,3.19
Continental AG,2023,Manufacture of other low-carbon technologies,CCM,3.6
"Corporacion Financiera Alba, S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
Covestro AG,2023,Construction of new buildings,,3.1
Covestro AG,2023,Manufacture of hydrogen,,3.10
Covestro AG,2023,Manufacture of chlorine,,3.13
Covestro AG,2023,Manufacture of organic basic chemicals,,3.14
Covestro AG,2023,Manufacture of nitric acid,,3.16
Covestro AG,2023,Manufacture of plastics in primary form,,3.17
Covestro AG,2023,Demolition and wrecking of buildings and other structures,,3.3
Covestro AG,2023,Maintenance of roads and motorways,,3.4
Covestro AG,2023,Provision of IT/OT data-driven solutions,,4.1
Covestro AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
Covestro AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",,6.10
Covestro AG,2023,Freight rail transport,,6.2
Covestro AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
Covestro AG,2023,Inland freight water transport,,6.8
Covestro AG,2023,Construction of new buildings,,7.1
Covestro AG,2023,Acquisition and ownership of buildings,,7.7
Covestro AG,2023,Manufacture of hydrogen,CCM,3.10
Covestro AG,2023,Manufacture of chlorine,CCM,3.13
Covestro AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Covestro AG,2023,Manufacture of nitric acid,CCM,3.16
Covestro AG,2023,Manufacture of plastics in primary form,CCM,3.17
Covestro AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Covestro AG,2023,Demolition and wrecking of buildings and other structures,CE,3.3
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
DO & CO AG,2023,"Hotels, holiday, camping grounds and similar accommodation",BIO,2.1
DO & CO AG,2023,"Transport by Motorbikes, Passenger Cars and Ligh Commercial Vehicles",CCM,6.5
DO & CO AG,2023,Freight Transport Services by Road,CCM,6.6
DO & CO AG,2023,"Installation, Maintenance and Repair of Energy Efficiency Equipment",CCM,7.3
DO & CO AG,2023,"Installation, Maintenance and Repair of Charging Stations for Electric Vehicles in Buildings (and parking spaces attached to buildings)",CCM,7.4
DO & CO AG,2023,"Installation, Maintenance and Repair of Instruments and Devices for Measuring, Regulation and Controlling Energy Performance of Buildings",CCM,7.5
DO & CO AG,2023,"Installation, Maintenance and Repair of Renewable Energy Technologies",CCM,7.6
DO & CO AG,2023,Acquisition and Ownership of Buildings,CCM,7.7
DO & CO AG,2023,"EA 6.5 Transport by motorbikes, passenger cars and light commercial vehicles",EA,6.5
DO & CO AG,2023,EA 6.6. Freight transport services by road,EA,6.6
DO & CO AG,2023,"EA 7.3. Installation, maintenance and repair of energy efficiency equipment",EA,7.3
DO & CO AG,2023,EA 7.7. Acquisition and ownership of buildings,EA,7.7
DS SMITH LIMITED,2024,Forest management,,A2
DS SMITH LIMITED,2024,"Installation, maintenance and repair of energy efficiency equipment",,"C16, C17"
DS SMITH LIMITED,2024,Cogeneration of heat/cool and power from bioenergy,,"D35.11, D35.30"
DS SMITH LIMITED,2024,"Construction, extension and operation of waste water collection and treatment",,E37.00
DS SMITH LIMITED,2024,Collection and transport of non-hazardous waste in source segregated fractions,,E38.11
DS SMITH LIMITED,2024,Cogeneration of heat/cool and power from bioenergy,,
DS SMITH LIMITED,2024,Collection and transport of non-hazardous waste in source segregated fractions,,
Daimler AG,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
Daimler AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Daimler AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler AG,2023,Freight transport services by road,CCM,6.6
Daimler AG,2023,Sale of second-hand goods,CE,5.4
Daimler Truck Holding AG,2023,Manufacture of low carbon technologies for transport,CCM,3.3
Daimler Truck Holding AG,2023,"Urban and suburban transport, road passen- ger transport",CCM,6.3
Daimler Truck Holding AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler Truck Holding AG,2023,Freight transport services by road,CCM,6.6
Dassault Aviation,2023,Manufacturing of aircraft,CCM,3.21
Delivery Hero SE,2023,"Operation of personal mobility devices, cycle logistics",,6.4
Delivery Hero SE,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",,6.5
Delivery Hero SE,2023,Acquisition and ownership of buildings,,7.7
Delivery Hero SE,2023,"Data processing, hosting and related activities",,8.1
Delivery Hero SE,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Delivery Hero SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Delivery Hero SE,2023,Acquisition and ownership of buildings,CCM,7.7
Delivery Hero SE,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Lufthansa AG,2023,Manufacturing of aircraft,,3.21
Deutsche Lufthansa AG,2023,Passenger and freight air transport,,6.19
Deutsche Lufthansa AG,2023,Acquisition and ownership of buildings,,7.7
Deutsche Lufthansa AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",,6.10
Deutsche Post AG,2023,"Infrastructure enabling low-carbon road transport and public transport: Infrastructure necessary for transport, for example sorting and distribution centers (including integral equipment) and air transport hubs with transshipment to road freight",,6.15
Deutsche Post AG,2023,Passenger and freight air transport,,6.19
Deutsche Post AG,2023,Freight rail transport,,6.2
Deutsche Post AG,2023,Air transport ground handling operations,,6.20
Deutsche Post AG,2023,"Operation of personal mobility devices, cycle logistics: devices not subject to permits",,6.4
Deutsche Post AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles: Light commercial vehicles1",,6.5
Deutsche Post AG,2023,Freight transport services by road3: Heavy-duty vehicles4,,6.6
Deutsche Post AG,2023,Construction of new buildings: Office and administration buildings as well as warehouses,,7.1
Deutsche Post AG,2023,Renovation of existing buildings: Office and administration buildings as well as warehouses,,7.2
Deutsche Post AG,2023,"Installation, maintenance and repair of energy efficiency equipment: Relates to energy-efficient sources of light, among other things",,7.3
Deutsche Post AG,2023,"Installation, maintenance and repair of renewable energy technologies: Relates to photovoltaic systems, among other things",,7.6
Deutsche Post AG,2023,Acquisition and ownership of buildings: Office and administration buildings as well as warehouses,,7.7
Deutsche Post AG,2023,"Data processing, hosting and related activities",,8.1
Deutsche Post AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Deutsche Post AG,2023,Passenger and freight air transport12,CCM,6.19
Deutsche Post AG,2023,Freight rail transport,CCM,6.2
Deutsche Post AG,2023,Air transport ground handling operations12,CCM,6.20
Deutsche Post AG,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Deutsche Post AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Post AG,2023,Freight transport services by road,CCM,6.6
Deutsche Post AG,2023,Construction of new buildings,CCM,7.1
Deutsche Post AG,2023,Renovation of existing buildings,CCM,7.2
Deutsche Post AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutsche Post AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutsche Post AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Post AG,2023,Construction and real estate activities,,
Deutsche Post AG,2023,Information and communication,,
Deutsche Telekom AG,2023,Infrastructure enabling low-carbon road transport and public transportc,CCM,6.15
Deutsche Telekom AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Telekom AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Deutsche Telekom AG,2023,Product-as-a-service and other circular use- and result-oriented service modelsb,CE,5.5
Deutz AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Deutz AG,2023,Manufacture of batteries221,CCM,3.4
Deutz AG,2023,Manufacture of other low-carbon technologies228,CCM,3.6
Deutz AG,2023,"Lighting with LED lamps, thermal optimization of buildings",CCM,7.3
Deutz AG,2023,E-charging station installation,CCM,7.4
Deutz AG,2023,Maintenance and expansion of the energy monitoring system (electricity meter) to determine consumption,CCM,7.5
Deutz AG,2023,Installation of a photovoltaic system,CCM,7.6
Deutz AG,2023,"Close to market research, development and innovation",CCM,9.1
Dürr AG,2023,Manufacture of other low carbon technologies,,3.6
Dürr AG,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",,6.5
Dürr AG,2023,Acquisition and ownership of buildings,,7.7
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,5
Dürr AG,2023,Manufacture of aircraft,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Storage of thermal energy,CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
E.ON SE,2023,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2023,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
E.ON SE,2024,Storage of electricity,CCM,4.10
E.ON SE,2024,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
E.ON SE,2024,District heating/cooling distribution,CCM,4.15
E.ON SE,2024,Installation and operation of electric heat pumps,CCM,4.16
E.ON SE,2024,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM,4.19
E.ON SE,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
E.ON SE,2024,Production of heat/cool from solar thermal heating,CCM,4.21
E.ON SE,2024,Production of heat/cool from geothermal energy,CCM,4.22
E.ON SE,2024,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM,4.23
E.ON SE,2024,Production of heat/cool from bioenergy,CCM,4.24
E.ON SE,2024,Production of heat/cool using waste heat,CCM,4.25
E.ON SE,2024,Electricity generation from wind power,CCM,4.3
E.ON SE,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
E.ON SE,2024,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
E.ON SE,2024,Electricity generation from hydropower,CCM,4.5
E.ON SE,2024,Electricity generation from geothermal energy,CCM,4.6
E.ON SE,2024,Electricity generation from bioenergy,CCM,4.8
E.ON SE,2024,Transmission and distribution of electricity,CCM,4.9
E.ON SE,2024,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM,5.1
E.ON SE,2024,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2024,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2024,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
E.ON SE,2024,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
E.ON SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
E.ON SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and contr. energy performance of buildings",CCM,7.5
E.ON SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
E.ON SE,2024,"Data processing, hosting and related activities",CCM,8.1
E.ON SE,2024,Data-driven solutions for GHG emissions reductions,CCM,8.2
E.ON SE,2024,Professional services related to energy performance of buildings,CCM,9.3
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,CCM,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
ENI S.P.A.,2024,Manufacture of plastics in primary form,,3.17
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,,4.1
ENI S.P.A.,2024,Storage of electricity,,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
ENI S.P.A.,2024,Electricity generation (wind),,4.3
ENI S.P.A.,2024,Electricity generation from bioenergy,,4.8
ENI S.P.A.,2024,Underground permanent geological storage of CO2,,5.12
ENI S.P.A.,2024,Infrastructure enabling low carbon road transport and public transport,,6.15
ENI S.P.A.,2024,Manufacture of hydrogen,CCM,3.10
ENI S.P.A.,2024,Manufacture of organic basic chemicals,CCM,3.14
ENI S.P.A.,2024,Manufacture of plastics in primary form,CCM,3.17
ENI S.P.A.,2024,Manufacture of other low carbon technologies,CCM,3.6
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ENI S.P.A.,2024,Storage of electricity,CCM,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
ENI S.P.A.,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
ENI S.P.A.,2024,Electricity generation (wind),CCM,4.3
ENI S.P.A.,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
ENI S.P.A.,2024,Electricity generation from bioenergy,CCM,4.8
ENI S.P.A.,2024,Transmission and distribution of electricity,CCM,4.9
ENI S.P.A.,2024,Underground permanent geological storage of CO2,CCM,5.12
ENI S.P.A.,2024,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
ENI S.P.A.,2024,Collection and transport of non-hazardous waste in source segregated fractions,CCM,5.5
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
ENI S.P.A.,2024,Infrastructure enabling road transport and public transport,CCM,6.15
ENI S.P.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ENI S.P.A.,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
ENI S.P.A.,2024,Recovery of bio-waste by anaerobic digestion or composting,CE,2.5
EQUINOR ASA,2024,Electricity generation from wind power,,D35.11
EQUINOR ASA,2024,Electricity generation using solar photovoltaic technology,,F42.22
EQUINOR ASA,2024,Storage of electricity,,
Eckert & Ziegler SE,2023,"Transport with motorbikes, passenger cars and light commercial vehicles",,6.5.
Eckert & Ziegler SE,2023,Transport of goods by road,,6.6.
Eckert & Ziegler SE,2023,New construction,,7.1.
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,3.18
Elmos Semiconductor SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
ElringKlinger AG,2023,Manufacture of automotive and mobility components,,3.18
ElringKlinger AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
ElringKlinger AG,2023,Manufacture of batteries,,3.4
ElringKlinger AG,2023,"transport by motorbikes, passenger cars, and (light) commercial vehicles",,6.5
ElringKlinger AG,2023,Renovation of existing buildings,,7.2
ElringKlinger AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
ElringKlinger AG,2023,Acquisition and ownership of buildings,,7.7
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,CCM,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity2,CCM,4.10
EnBW Energie Baden-Württemberg AG,2023,Production of biogas and biofuels for the transport sector and liquid biofuels 2,CCM,4.13
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,CCM,4.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via wind power,CCM,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,CCM,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, expansion and operation of systems to extract, treat and supply water",CCM,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure for low-carbon road traffic and public transport,CCM,6.15
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
"Enagás, S.A.",2023,Manufacture of renewable energy technologies,,3.1
"Enagás, S.A.",2023,Manufacture of hydrogen,,3.10
"Enagás, S.A.",2023,Activity 3.10 CCM. Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Activity 3.3 EC. Demolition and wrecking of buildings and other structures,EC,3.3
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,,4.1
"Enagás, S.A.",2023,Activity 4.1 CCM. Electricity generation through solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Storage of hydrogen,CCM,4.12
"Enagás, S.A.",2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
"Enagás, S.A.",2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Enagás, S.A.",2023,"Activity 7.4 CCM. Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Enagás, S.A.",2023,"Activity 8.1 CCM. Data processing, hosting and related activities",CCM,8.1
"Enagás, S.A.",2023,"Data processing, hosting and related activities",CCM,8.1
"Endesa, S.A.",2023,Coal,,
"Endesa, S.A.",2023,"Distribution, excluding new connections between a substation or network and a power production plant that is more GHG-intensive than 100 gCO2e/kWh",,
"Endesa, S.A.",2023,"Financial services, general and shared services and other non-relevant product groups.",,
"Endesa, S.A.",2023,Fuel-oil and OCGT**,,
"Endesa, S.A.",2023,Gaseous fossil fuels (CCGT),,
"Endesa, S.A.",2023,Geothermal energy,,
"Endesa, S.A.",2023,Hydraulic (1%),,
"Endesa, S.A.",2023,Hydroelectric (99%),,
"Endesa, S.A.",2023,New connections between a substation or grid and a power plant with greenhouse gas emissions exceeding 100 gCO2e/kWh.,,
"Endesa, S.A.",2023,Nuclear*,,
"Endesa, S.A.",2023,Retail sale of electricity and gas to end users,,
"Endesa, S.A.",2023,"Smart lighting, E-bus, Energy efficiency, Home, Energy assessment, Distributed energy, E-Mobility, Battery energy storage.",,
"Endesa, S.A.",2023,Storage for renewable energy sources,,
"Endesa, S.A.",2023,Trading,,
"Endesa, S.A.",2023,Wind and solar energy,,
Evonik Industries AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Evonik Industries AG,2023,Manufacture of plastics in primary form,CCM,3.17
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
Evonik Industries AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Evonik Industries AG,2023,Manufacture of active pharmaceutical ingredients,PPC,1.1
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
