company,report_year,chunk_index,activity,Sub_activity_code
CEWE Stiftung & Co. KGaA,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
CEWE Stiftung & Co. KGaA,2023,1,"Data processing, hosting and related activities",CCM 8.1
CEWE Stiftung & Co. KGaA,2023,1,Professional services related to energy performance of buildings,CCM 9.31
CHRISTIAN DIOR,2024,1,Renovation of existing buildings,CCM 7.2
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles",CCM 7.4
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
CHRISTIAN DIOR,2024,1,Acquisition and ownership of buildings,CCM 7.7
"CIE Automotive, S.A.",2023,1,Manufacturing of automotive and mobility components,CCM 3.18
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of energy efficient equipment",CCM 7.3
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Commerzbank AG,2023,1,Financial guarantees (FinGuar KPI),1.2
Commerzbank AG,2023,1,Financial guarantees (FinGuar KPI),1.4
Commerzbank AG,2023,1,1.,4.26
Commerzbank AG,2023,1,0.0,4.27
Commerzbank AG,2023,1,0.0,4.28
Commerzbank AG,2023,1,4.,4.29
Commerzbank AG,2023,1,0.0,4.30
Commerzbank AG,2023,1,0.0,4.31
Commerzbank AG,2023,1,Wholesale of perfume and cosmetics,46.45
Commerzbank AG,2023,1,Wholesale of pharmaceutical goods,46.46
Commerzbank AG,2023,1,Wholesale of other household goods,46.49
Commerzbank AG,2023,1,Assets under management (AuM KPI),46.5
Commerzbank AG,2023,1,Wholesale of other machinery and equipment,46.69
Commerzbank AG,2023,1,Assets under management (AuM KPI),46.7
Commerzbank AG,2023,1,"Wholesale of solid, liquid and gaseous fuels and related products",46.71
Commerzbank AG,2023,1,Climate Change Adaptation ( ) Of which towards taxonomy relevant sectors (Taxonomy-eligible) Of which environmentally sustainable (Taxonomy-aligned),
Commerzbank AG,2023,1,Climate Change Mitigation ( ) Of which towards taxonomy relevant sectors (Taxonomy-eligible) Of which environmentally sustainable (Taxonomy-aligned),
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for district heating or industrial processes such as hydrogen production, as well as their safety upgrades.",
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
Commerzbank AG,2023,1,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including district heating or industrial processes such as hydrogen production, as well as safety upgrades.",
Compagnie de l'Odet SE,2023,1,"manufacture of electric vehicles, automotive components and mobility components, high-, medium- and low-voltage electrical equipment for electricity transmission and distribution, research, development and innovation close to the market, electricity storage",3.3
Compagnie de l'Odet SE,2023,1,provision of data-based IT/operational solutions; manufacture of plastic packaging,4.1
Compagnie de l'Odet SE,2023,1,Products as services and other circular service models focused on use and results,5.5
Compagnie de l'Odet SE,2023,1,"Programming and broadcasting; Creative, artistic and live entertainment activities; Production of cinematographic films, videos and television programs; sound recording and music publishing",8.3
Compagnie de l'Odet SE,2023,1,"Production of cinematographic films, videos and television programs; sound recording and music publishing",CCA 13.3
Compagnie de l'Odet SE,2023,1,Programming and broadcasting activity,CCA 8.3
Compagnie de l'Odet SE,2023,1,Manufacture of low-carbon technologies for transportation,CCM 3.3
Compagnie de l'Odet SE,2023,1,Battery manufacturing,CCM 3.4
Compagnie de l'Odet SE,2023,1,Electricity storage,CCM 4.10
Compagnie de l'Odet SE,2023,1,Road freight transport,CCM 6.6
Compagnie de l'Odet SE,2023,1,Renovation of existing buildings,CCM 7.2
Compagnie de l'Odet SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
Compagnie de l'Odet SE,2023,1,Manufacture of plastic packaging,CE 1.1
Compagnie de l'Odet SE,2023,1,Provision of data-based IT/operational solutions,CE 4.1
Compagnie de l'Odet SE,2023,1,Products as services and other circular service models focused on use and results,CE 5.5
Compagnie de l'Odet SE,2023,1,activities in the agricultural sector,
Compagnie de l'Odet SE,2023,1,production of dielectric films,
Compagnie de l'Odet SE,2023,1,transport of fossil fuels and biofuels,
Continental AG,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Continental AG,2023,1,Manufacture of rail rolling stock constituents,CCM 3.19
Continental AG,2023,1,Manufacture of low-carbon technologies for transport,CCM 3.3
Continental AG,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
Continental AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Continental AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
Continental AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Continental AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
"Corporacion Financiera Alba, S.A.",2023,1,Acquisition and ownership of buildings,CCM 7.7.
Covestro AG,2023,,,
DO & CO AG,2023,1,"Hotels, holiday parks, camping sites and similar accommodations",2.1
DO & CO AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
DO & CO AG,2023,1,Freight transport services by road,6.6
DO & CO AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
DO & CO AG,2023,1,Acquisition and ownership of buildings,7.7
DO & CO AG,2023,1,"Transport by Motorbikes, Passenger Cars and Ligh Commercial Vehicles",CCM 6.5
DO & CO AG,2023,1,Freight Transport Services by Road,CCM 6.6
DO & CO AG,2023,1,"Installation, Maintenance and Repair of Energy Efficiency Equipment",CCM 7.3
DO & CO AG,2023,1,"Installation, Maintenance and Repair of Charging Stations for Electric Vehicles in Buildings (and parking spaces attached to buildings)",CCM 7.4
DO & CO AG,2023,1,"Installation, Maintenance and Repair of Instruments and Devices for Measuring, Regulation and Controlling Energy Performance of Buildings",CCM 7.5
DO & CO AG,2023,1,"Installation, Maintenance and Repair of Renewable Energy Technologies",CCM 7.6
DO & CO AG,2023,1,Acquisition and Ownership of Buildings,CCM 7.7
DS SMITH LIMITED,2024,1,Forest management,A2
DS SMITH LIMITED,2024,1,"Installation, maintenance and repair of energy efficiency equipment","C16, C17"
DS SMITH LIMITED,2024,1,Cogeneration of heat/cool and power from bioenergy,"D35.11, D35.30"
DS SMITH LIMITED,2024,1,"Construction, extension and operation of waste water collection and treatment",E37.00
DS SMITH LIMITED,2024,1,Collection and transport of non-hazardous waste in source segregated fractions,E38.11
Daimler AG,2023,1,Manufacture of low-carbon technologies for transport,CCM 3.3
Daimler AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
Daimler AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Daimler AG,2023,1,Freight transport services by road,CCM 6.6
Daimler AG,2023,1,Sale of second-hand goods,CE 5.4
Daimler Truck Holding AG,2023,1,Manufacture of low carbon technologies for transport,CCM 3.3
Daimler Truck Holding AG,2023,1,"Urban and suburban transport, road passenger transport",CCM 6.3
Daimler Truck Holding AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Daimler Truck Holding AG,2023,1,Freight transport services by road,CCM 6.6
Dassault Aviation,2023,1,Manufacturing of aircraft,CCM 3.21
Delivery Hero SE,2023,1,"Operation of personal mobility devices, cycle logistics",6.4
Delivery Hero SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Delivery Hero SE,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
Delivery Hero SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Delivery Hero SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
Delivery Hero SE,2023,1,"Data processing, hosting and related activities",CCM 8.1
Deutsche Lufthansa AG,2023,1,Manufacturing of aircraft,3.21
Deutsche Lufthansa AG,2023,1,Passenger and freight air transport,6.19
Deutsche Lufthansa AG,2023,1,Acquisition and ownership of buildings,7.7
Deutsche Lufthansa AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Deutsche Post AG,2023,,,
Deutsche Telekom AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
Deutsche Telekom AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Deutsche Telekom AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
Deutsche Telekom AG,2023,1,Data-driven solutions for GHG emissions reductions,CCM 8.2
Deutsche Telekom AG,2023,1,Product-as-a-service and other circular use- and result-oriented service models,CE 5.5
Deutz AG,2023,1,0,CCA 0
Deutz AG,2023,1,0.01,CCM 0.2
Deutz AG,2023,1,Manufacture of equipment for the production and use of hydrogen,CCM 3.2
Deutz AG,2023,1,Manufacture off batteries,CCM 3.4
Deutz AG,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
Deutz AG,2023,1,"Use of company cars with an electric, hybrid, or hydrogen drive",CCM 6.5
Deutz AG,2023,1,Renovation of existing buildings,CCM 7.2
Deutz AG,2023,1,"Lighting with LED lamps, thermal optimization of buildings",CCM 7.3
Deutz AG,2023,1,E-charging station installation,CCM 7.4
Deutz AG,2023,1,Maintenance and expansion of the energy monitoring system (electricity meter) to determine consumption,CCM 7.5
Deutz AG,2023,1,Installation of a photovoltaic system,CCM 7.6
Deutz AG,2023,1,"Close to market research, development and innovation",CCM 9.1
Deutz AG,2023,1,0,CE 0
Deutz AG,2023,1,BIO 0 0,
Deutz AG,2023,1,WTR 0 0,
Dürr AG,2023,1,Manufacture of renewable energy technologies,CCM 5 3.1
Dürr AG,2023,1,Manufacture of aircraft,CCM 5 3.21
Dürr AG,2023,1,Manufacture of other low carbon technologies,CCM 5 3.6
Dürr AG,2023,1,Storage of thermal energy,CCM 5 4.11
Dürr AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 5 6.5
Dürr AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 5 7.3
Dürr AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 5 7.4
Dürr AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 5 7.6
Dürr AG,2023,1,Acquisition and ownership of buildings,CCM 5 7.7
Dürr AG,2023,1,Acquisition and ownership of buildings,
Dürr AG,2023,1,"Transport by motorbikes, passenger cars, and light commercial vehicles",
E.ON SE,2023,,,
E.ON SE,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
E.ON SE,2024,1,Storage of electricity,CCM 4.10
E.ON SE,2024,1,Transmission and distribution networks for renewable and low-carbon gases,CCM 4.14
E.ON SE,2024,1,District heating/cooling distribution,CCM 4.15
E.ON SE,2024,1,Installation and operation of electric heat pumps,CCM 4.16
E.ON SE,2024,1,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM 4.19
E.ON SE,2024,1,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
E.ON SE,2024,1,Production of heat/cool from solar thermal heating,CCM 4.21
E.ON SE,2024,1,Production of heat/cool from geothermal energy,CCM 4.22
E.ON SE,2024,1,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM 4.23
E.ON SE,2024,1,Production of heat/cool from bioenergy,CCM 4.24
E.ON SE,2024,1,Production of heat/cool using waste heat,CCM 4.25
E.ON SE,2024,1,Electricity generation from wind power,CCM 4.3
E.ON SE,2024,1,Electricity generation from hydropower,CCM 4.5
E.ON SE,2024,1,Electricity generation from geothermal energy,CCM 4.6
E.ON SE,2024,1,Electricity generation from bioenergy,CCM 4.8
E.ON SE,2024,1,Transmission and distribution of electricity,CCM 4.9
E.ON SE,2024,1,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM 5.1 / WTR 2.1
E.ON SE,2024,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
E.ON SE,2024,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
E.ON SE,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
E.ON SE,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and control energy performance of buildings",CCM 7.5
E.ON SE,2024,1,Data-driven solutions for GHG emissions reductions,CCM 8.2
"EDP Renováveis, S.A.",2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
"EDP Renováveis, S.A.",2023,1,Electricity generation from wind power,CCM 4.3
"EDP Renováveis, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
ENI S.P.A.,2024,1,Manufacture of hydrogen,CCM 3.10
ENI S.P.A.,2024,1,Manufacture of organic basic chemicals,CCM 3.14
ENI S.P.A.,2024,1,Manufacture of plastics in primary form,CCM 3.17
ENI S.P.A.,2024,1,Manufacture of other low carbon technologies,CCM 3.6
ENI S.P.A.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
ENI S.P.A.,2024,1,Storage of electricity,CCM 4.10
ENI S.P.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
ENI S.P.A.,2024,1,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
ENI S.P.A.,2024,1,Electricity generation (wind),CCM 4.3
ENI S.P.A.,2024,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
ENI S.P.A.,2024,1,Electricity generation from bioenergy,CCM 4.8
ENI S.P.A.,2024,1,Transmission and distribution of electricity,CCM 4.9
ENI S.P.A.,2024,1,Underground permanent geological storage of CO2,CCM 5.12
ENI S.P.A.,2024,1,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
ENI S.P.A.,2024,1,Collection and transport of non-hazardous waste in source segregated fractions,CCM 5.5
ENI S.P.A.,2024,1,Anaerobic digestion of bio-waste,CCM 5.7/2.5
ENI S.P.A.,2024,1,Composting of bio-waste,CCM 5.8/2.5
ENI S.P.A.,2024,1,Infrastructure enabling road transport and public transport,CCM 6.15
ENI S.P.A.,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
ENI S.P.A.,2024,1,Recovery of bio-waste by anaerobic digestion or composting,CE 2.5
EQUINOR ASA,2024,1,Storage of electricity,0.0
EQUINOR ASA,2024,1,Storage of electricity,0.5
EQUINOR ASA,2024,1,Electricity generation from wind power,D35.11
EQUINOR ASA,2024,1,Electricity generation using solar photovoltaic technology,F42.22
Eckert & Ziegler SE,2023,1,"Transport with motorbikes, passenger cars and light commercial vehicles",6.5.
Eckert & Ziegler SE,2023,1,Transport of goods by road,6.6.
Eckert & Ziegler SE,2023,1,New construction,7.1.
Elmos Semiconductor SE,2023,1,Manufacture of automotive and mobility components,CCM 3.18.
Elmos Semiconductor SE,2023,1,Manufacture of other low-carbon technologies,CCM 3.6.
ElringKlinger AG,2023,1,products ... classified as Taxonomy-eligible within activity,3.18
ElringKlinger AG,2023,1,manufacture of equipment for the production and use of hydrogen,3.2
ElringKlinger AG,2023,1,manufacture of batteries,3.4
ElringKlinger AG,2023,1,"transport by motorbikes, passenger cars, and (light) commercial vehicles",6.5
ElringKlinger AG,2023,1,renovation of existing buildings,7.2
ElringKlinger AG,2023,1,"installation, maintenance and repair of renewable energy technologies",7.6
ElringKlinger AG,2023,1,acquisition and ownership of buildings,7.7
EnBW Energie Baden-Württemberg AG,2023,,,
"Enagás, S.A.",2023,1,Manufacture of hydrogen,CCM 3.10
"Enagás, S.A.",2023,1,Electricity generation through solar photovoltaic technology,CCM 4.1
"Enagás, S.A.",2023,1,Storage of hydrogen,CCM 4.12
"Enagás, S.A.",2023,1,Transmission and distribution networks for renewable and low-carbon gases,CCM 4.14
"Enagás, S.A.",2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
"Enagás, S.A.",2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
"Enagás, S.A.",2023,1,"Data processing, hosting and related activities",CCM 8.1
"Enagás, S.A.",2023,1,Demolition and wrecking of buildings and other structures,CE 3.3
"Endesa, S.A.",2023,1,Coal,
"Endesa, S.A.",2023,1,"Distribution, excluding new connections between a substation or network and a power production plant that is more GHG-intensive than 100 gCO2e/kWh",
"Endesa, S.A.",2023,1,"Financial services, general and shared services and other non-relevant product groups",
"Endesa, S.A.",2023,1,Fuel-oil and OCGT,
"Endesa, S.A.",2023,1,Gaseous fossil fuels (CCGT),
"Endesa, S.A.",2023,1,Geothermal energy,
"Endesa, S.A.",2023,1,Hydraulic (1%),
"Endesa, S.A.",2023,1,Hydroelectric (99%),
"Endesa, S.A.",2023,1,New connections between a substation or grid and a power plant with greenhouse gas emissions exceeding 100 gCO2e/kWh,
"Endesa, S.A.",2023,1,Nuclear,
"Endesa, S.A.",2023,1,Retail sale of electricity and gas to end users,
"Endesa, S.A.",2023,1,"Smart lighting, E-bus, Energy efficiency, Home, Energy assessment, Distributed energy, E-Mobility, Battery energy storage",
"Endesa, S.A.",2023,1,Storage for renewable energy sources,
"Endesa, S.A.",2023,1,Trading,
"Endesa, S.A.",2023,1,Wind and solar energy,
Evonik Industries AG,2023,1,Manufacture of organic basic chemicals,CCM 3.14
Evonik Industries AG,2023,1,Manufacture of plastics in primary form,CCM 3.17
Evonik Industries AG,2023,1,Manufacture of energy efficiency equipment for buildings a,CCM 3.5
Evonik Industries AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Evonik Industries AG,2023,1,Manufacture of active pharmaceutical ingredients b,PPC 1.1
FREQUENTIS AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
FUCHS SE,2023,1,Manufacture of other low carbon technologies,CCM 3.6
FUCHS SE,2023,1,"Transportation by motorcycles, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2023,1,Freight transport services by road,CCM 6.6
FUCHS SE,2023,1,Construction of new buildings,CCM 7.1/CE 3.1
FUCHS SE,2023,1,/ CE3.2,CCM 7.2 / CE3.2
FUCHS SE,2023,1,Renovation of existing buildings,CCM 7.2/CE 3.2
FUCHS SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
FUCHS SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
FUCHS SE,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
FUCHS SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
FUCHS SE,2023,1,0%,
FUCHS SE,2023,1,BIO,
FUCHS SE,2023,1,WTR,
FUCHS SE,2024,1,Manufacture of other low carbon technologies,CCM 3.6
FUCHS SE,2024,1,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM 4.3
FUCHS SE,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2024,1,Freight transport services by road,CCM 6.6
FUCHS SE,2024,1,Construction of new buildings,CCM 7.1 / CE 3.1
FUCHS SE,2024,1,Renovation of existing buildings,CCM 7.2 / CE3.2
FUCHS SE,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
FUCHS SE,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
FUCHS SE,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
FUCHS SE,2024,1,Acquisition and ownership of buildings,CCM 7.7
FUCHS SE,2024,1,Production of alternative water resources for purposes other than human consumption,CE 2.2
FamiCord AG,2023,,,
Flughafen Wien AG,2023,1,"Creative, arts and entertainment activities",CCA 13.1.
Flughafen Wien AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1.
Flughafen Wien AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15.
Flughafen Wien AG,2023,1,Low carbon airport infrastructure,CCM 6.17.
Flughafen Wien AG,2023,1,Air transport ground handling services,CCM 6.20.
Flughafen Wien AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5.
Flughafen Wien AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3.
Flughafen Wien AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5.
Flughafen Wien AG,2023,1,Acquisition and ownership of buildings,CCM 7.7.
Flughafen Wien AG,2023,1,Maintenance of roads and motorways,CE 3.4.
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
Flughafen Wien AG,2023,1,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",
Fraport AG,2023,,,
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Fresenius Medical Care AG,2023,1,"Installation, maintenance & repair of charging stations for electric vehicles",CCM 7.4
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Fresenius Medical Care AG,2023,1,Manufacture of medicinal products,PPC 1.2
Fresenius SE & Co. KGaA,2023,1,Construction,CCM 7.1/ CE 3.1
Fresenius SE & Co. KGaA,2023,1,Renovation of existing buildings,CCM 7.2/ CE 3.2
Fresenius SE & Co. KGaA,2023,1,Acquisition and ownership of buildings,CCM 7.7
Fresenius SE & Co. KGaA,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Fresenius SE & Co. KGaA,2023,1,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC 1.1
Fresenius SE & Co. KGaA,2023,1,Manufacture of medicinal products,PPC 1.2
Friedrich Vorwerk Group SE,2023,1,Production of technologies for renewable energy,3.1
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution networks for renewable low-CO2 gases,4.14
Friedrich Vorwerk Group SE,2023,1,District heating / cooling distribution,4.15
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution of electricity,4.9
Friedrich Vorwerk Group SE,2023,1,"Construction, expansion and operation of water extraction, treatment and supply systems",5.1
Friedrich Vorwerk Group SE,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",
Friedrich Vorwerk Group SE,2023,1,District heating /cooling distribution,
Friedrich Vorwerk Group SE,2023,1,Manufacture of renewable energy technologies,
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution networks for renewable and low-carbon gases,
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution of electricity,
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of hydrogen,CCM 3.10
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
GALP ENERGIA SGPS S.A.,2024,1,Storage of electricity,CCM 4.10
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation from wind power,CCM 4.3
GALP ENERGIA SGPS S.A.,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance, and repair of renewable energy technologies",CCM 7.6
GALP ENERGIA SGPS S.A.,2024,1,Professional services related to energy performance of buildings,CCM 9.3
GALP ENERGIA SGPS S.A.,2024,1,"Repair, refurbishment, and remanufacturing",CE 5.1
GEA Group Aktiengesellschaft,2023,1,0,CCA 0
GEA Group Aktiengesellschaft,2023,1,13.1,CCM 13.1
GEA Group Aktiengesellschaft,2023,1,30,CE 0
GEA Group Aktiengesellschaft,2023,1,BIO 0 0,
GEA Group Aktiengesellschaft,2023,1,PPC 0 0,
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies",
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels",
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels",
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle",
GEA Group Aktiengesellschaft,2023,1,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades",
GEA Group Aktiengesellschaft,2023,1,WTR 0 0,
"Gestamp Automoción, S.A.",2023,1,"Manufacture of batteries, cells and accumulators",
"Gestamp Automoción, S.A.",2023,1,Manufacturing of automotive and mobility components,
Grammer Aktiengesellschaft,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Grammer Aktiengesellschaft,2023,1,Manufacture of rail constituents,CCM 3.19
Grammer Aktiengesellschaft,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Grammer Aktiengesellschaft,2023,1,Acquisition and ownership of buildings,CCM 7.7
Grammer Aktiengesellschaft,2023,1,"Close to market research, development and innovation",CCM 9.1
Grammer Aktiengesellschaft,2023,1,Manufacture of automotive and mobility components; Manufacture of rail rolling stock constituents,
HEINEKEN HOLDING N.V.,2024,1,Production of heat/cool from bioenergy,4.24
