company_id,domain,query,best_link
OMV AKTIENGESELLSCHAFT,www.omv.com,"""OMV AKTIENGESELLSCHAFT"" site:www.omv.com ""Annual Report 2024"" filetype:pdf | ""OMV AKTIENGESELLSCHAFT"" site:www.omv.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""AnnualReport2024"" OR ""AnnualIntegratedReport2024"") filetype:pdffiletype:pdf -press -news -presentation -slides -update -outlook -index -governance",https://www.omv.com/downloads/2025/04/f5417282-964a-b6a7-c874-bf60fef3d9d8/Annual%20Report%202024%20of%20OMV%20Aktiengesellschaft.pdf
JERONIMO MARTINS SGPS S.A.,www.jeronimomartins.com,"""JERONIMO MARTINS SGPS S.A."" site:www.jeronimomartins.com ""Annual Report 2024"" filetype:pdf | ""JERONIMO MARTINS SGPS S.A."" site:www.jeronimomartins.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""AnnualReport2024"" OR ""AnnualIntegratedReport2024"") filetype:pdffiletype:pdf -press -news -presentation -slides -update -outlook -index -governance",https://reports.jeronimomartins.com/annual-report/2024/_assets/downloads/entire-jeronimomartins-ar24.pdf
ARCELORMITTAL SA,www.arcelormittal.com,"""ARCELORMITTAL SA"" site:www.arcelormittal.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://corporate.arcelormittal.com/media/3fwar2wu/2024-sustainability-report.pdf
RENAULT,www.groupe.renault.com,"""RENAULT"" site:www.groupe.renault.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://assets.renaultgroup.com/uploads/2024/10/2023-2024-renault-group-integrated-report-en-2.pdf
L'OREAL,www.loreal.com,"""L'OREAL"" site:www.loreal.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://www.loreal.com/-/media/project/loreal/brand-sites/corp/master/lcorp/2-group/annual-reports/loreal2024-rapportannuel.pdf
PORSCHE,www.porsche.com,"""DR. ING. H.C. F. PORSCHE AG"" site:www.porsche.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://newsroom.porsche.com/files/Annual_and_Sustainability_Report_2024_Porsche_AG_(Consolidated_Financial_Statements_IFRS).pdf
SCHNEIDER ELECTRIC SE,www.schneider-electric.ch,"""SCHNEIDER ELECTRIC SE"" site:www.schneider-electric.ch (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://www.se.com/ww/en/assets/564/document/511188/Integrated-report-2024.pdf
ABB LTD,www.abb.com,"""ABB LTD"" site:www.abb.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://library.e.abb.com/public/ab32fda35c6f4a3cb62f8c5e2e4476c6/Integrated+Report+2024_ENGLISH.pdf
FORVIA SE,www.faurecia.com,"""FORVIA SE"" site:www.faurecia.com (""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Integrated Report 2024"" OR ""Non-financial Statement 2024"" OR ""Annual Integrated Report 2024"" OR ""Annual Report 2024"") filetype:pdf -press -presentation -slides -outlook -update -index -q1 -q2 -q3 -q4",https://www.forvia.com/sites/default/files/2025-03/FORVIA_URD_2024_VA_202503171415+BD_0.pdf
SHELL PLC,www.shell.com,"""SHELL PLC"" site:www.shell.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.shell.com/investors/results-and-reporting/annual-report/_jcr_content/root/main/section_2113846431/link_list/links/item0.stream/1752580693041/6c20b8111738b9a590ba145f0d1c4fa0e530dae0/shell-annual-report-2024.pdf
BP PLC,www.bp.com,"""BP PLC"" site:www.bp.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/investors/bp-annual-report-and-form-20f-2024.pdf
SIEMENS AG,www.siemens.com,"""SIEMENS AG"" site:www.siemens.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://assets.new.siemens.com/siemens/assets/api/uuid:6be9c797-d6f8-4428-90c5-1612be44707f/Siemens-annual-report-2024.pdf
VINCI,www.vinci.com,"""VINCI"" site:www.vinci.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.vinci.com/publi/vinci/vinci-2024-universal-registration-document.pdf
ORLEN S.A.,www.orlen.pl,"""ORLEN S.A."" site:www.orlen.pl (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.orlen.pl/content/dam/internet/orlen/pl/pl/zrownowazony-rozwoj/raporty-i-wska%C5%BAniki/Sprawozdanie%20Zarz%C4%85du%20z%20Dzia%C5%82alno%C5%9Bci%20Grupy%20ORLEN%202024.pdf.coredownload.pdf
BANCO SANTANDER SA,www.santander.com,"""BANCO SANTANDER SA"" site:www.santander.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.santander.com/content/dam/santander-com/en/documentos/informe-financiero-anual/2024/ifa-2024-consolidated-annual-financial-report-en.pdf
REPSOL SA.,www.repsol.com,"""REPSOL SA."" site:www.repsol.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.repsol.com/content/dam/repsol-corporate/es/accionistas-e-inversores/rif/2025/rif20022025-2024-repsol-group-annual-financial-report.pdf
BNP PARIBAS,group.bnpparibas,"""BNP PARIBAS"" site:group.bnpparibas (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://cdn-group.bnpparibas.com/uploads/file/bnp_paribas_integrated_report_2024_en_bd_1.pdf
BAYER AG,www.bayer.com,"""BAYER AG"" site:www.bayer.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.bayer.com/sites/default/files/2025-03/bayer-annual-report-2024.pdf
COMPAGNIE DE SAINT-GOBAIN,www.saint-gobain.com,"""COMPAGNIE DE SAINT-GOBAIN"" site:www.saint-gobain.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/Saint-Gobain%20RI%202024%20pap%20ENG%20lite.pdf
ORANGE,www.orange.com,"""ORANGE"" site:www.orange.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://rai.orange.com/wp-content/uploads/sites/54/2025/06/integrated-annual-report-2024-2025.pdf
TELEFONICA SA,www.telefonica.com,"""TELEFONICA SA"" site:www.telefonica.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.telefonica.com/en/wp-content/uploads/sites/5/2025/02/Consolidated-Annual-Accounts-2024.pdf
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, SA",www.grupoacs.com,"""ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, SA"" site:www.grupoacs.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.grupoacs.com/ficheros_editor/File/03_accionistas_inversores/03_informe_anual/2024/Financial%20Report%202024.pdf
GSK PLC,www.gsk.com,"""GSK PLC"" site:www.gsk.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.gsk.com/media/vounsu2k/strategic-report-2024.pdf
VOLVO CAR AB,www.volvocars.com,"""VOLVO CAR AB"" site:www.volvocars.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",http://investors.volvocars.com/~/media/Files/V/Volvo-Cars-IR-V2/AGM%202025%20ENG/VCG_AR_2024_ENG_250312.pdf
BARCLAYS PLC,home.barclays,"""BARCLAYS PLC"" site:home.barclays (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2024/Barclays-PLC-Annual-Report-2024.pdf
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,www.iairgroup.com,"""INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A"" site:www.iairgroup.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.iairgroup.com/media/4qxgaavc/iag-annual-report-and-accounts-2024.pdf
SAFRAN,www.safran-group.com,"""SAFRAN"" site:www.safran-group.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.safran-group.com/sites/default/files/2025-04/2024-safran-universal-registration-document.pdf
CREDIT AGRICOLE SA,www.credit-agricole.com,"""CREDIT AGRICOLE SA"" site:www.credit-agricole.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://rapport-integre.credit-agricole.com/wp-content/uploads/2024/05/CreditAgricoleSA_IntegratedReport2023-2024.pdf
SOCIETE GENERALE,www.societegenerale.com,"""SOCIETE GENERALE"" site:www.societegenerale.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.societegenerale.com/sites/default/files/documents/2024-03/universal-registration-document-2024.pdf
ANGLO AMERICAN PLC,www.angloamerican.com,"""ANGLO AMERICAN PLC"" site:www.angloamerican.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/aa-annual-report-full-2024.pdf
ASSOCIATED BRITISH FOODS PLC,www.abf.co.uk,"""ASSOCIATED BRITISH FOODS PLC"" site:www.abf.co.uk (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.abf.co.uk/content/dam/abf/corporate/ar-assets-2024/pdfs/abf-annual-report-2024.pdf.downloadasset.pdf
DIAGEO PLC,www.diageo.com,"""DIAGEO PLC"" site:www.diageo.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.diageo.com/~/media/Files/D/Diageo-V2/Diageo-Corp/investors/results-reports-and-events/annual-reports/diageo-annual-report-2024.pdf
ADIDAS AG,www.adidas-group.com,"""ADIDAS AG"" site:www.adidas-group.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://report.adidas-group.com/2024/en/_assets/downloads/annual-report-adidas-ar24.pdf
STELLANTIS N.V.,www.stellantis.com,"""STELLANTIS N.V."" site:www.stellantis.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.stellantis.com/content/dam/stellantis-corporate/investors/financial-reports/Stellantis-NV-20241231-Annual-Report-and-Form-20-F.pdf
SANOFI,www.sanofi.com,"""SANOFI"" site:www.sanofi.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.sanofi.com/assets/dotcom/content-app/publications/esg-reports/sustainability-statement-2024--ESG-Report-.pdf
BRITISH AMERICAN TOBACCO PLC,www.bat.com,"""BRITISH AMERICAN TOBACCO PLC"" site:www.bat.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.bat.com/content/dam/batcom/global/main-nav/investors-and-reporting/reporting/combined-annual-and-sustainability-report/BAT_Annual_Report_on_Form_20-F_2024.pdf
DEUTSCHE BANK AG,www.db.com,"""DEUTSCHE BANK AG"" site:www.db.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://investor-relations.db.com/files/documents/annual-reports/2024/Annual-Report-2024.pdf
DANONE,www.danone.com,"""DANONE"" site:www.danone.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.danone.com/content/dam/corp/global/danonecom/investors/en-sustainability/reports-and-data/cross-topic/danoneiar2024.pdf
L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,www.airliquide.com,"""L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE"" site:www.airliquide.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.airliquide.com/sites/airliquide.com/files/2025-03/2024-integrated-annual-report.pdf
UNICREDIT SPA,www.unicreditgroup.eu,"""UNICREDIT SPA"" site:www.unicreditgroup.eu (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.unicreditgroup.eu/content/dam/unicreditgroup-eu/documents/en/investors/financial-reports/2024/4Q24/2024-Annual-Reports-and-Accounts.pdf
HEINEKEN HOLDING N.V.,www.theheinekencompany.com,"""HEINEKEN HOLDING N.V."" site:www.theheinekencompany.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.theheinekencompany.com/sites/heineken-corp/files/2025-02/heineken_n_v_annual_report_2024_final_20feb2025.pdf
INTESA SANPAOLO S.P.A.,www.intesasanpaolo.com,"""INTESA SANPAOLO S.P.A."" site:www.intesasanpaolo.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/investor-relations/bilanci-relazioni-en/2024/2024_Annual_report.pdf
HOLCIM AG,www.lafargeholcim.com,"""HOLCIM AG"" site:www.lafargeholcim.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.holcim.com/sites/holcim/files/docs/28022025-finance-holcim-fy-2024-report-full-en.pdf
RWE AKTIENGESELLSCHAFT,www.rwe.com,"""RWE AKTIENGESELLSCHAFT"" site:www.rwe.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.rwe.com/-/media/RWE/documents/09-verantwortung-nachhaltigkeit/cr-berichte/supplementary-sustainability-report-2024.pdf
EIFFAGE,www.eiffage.com,"""EIFFAGE"" site:www.eiffage.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.eiffage.com/files/live/sites/eiffagev2/files/Finance/Rapport%20Annuel/Anglais/EIF_2024_URD_EN_MEL.pdf
RANDSTAD N.V.,www.randstad.com,"""RANDSTAD N.V."" site:www.randstad.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.randstad.com/s3fs-media/rscom/public/2025-02/Randstad_Annual_Report_2024_0.pdf
ROLLS-ROYCE HOLDINGS PLC,www.rolls-royce.com,"""ROLLS-ROYCE HOLDINGS PLC"" site:www.rolls-royce.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/annual-report/2024/rr-plc-annual-report-2024.pdf
TELEFONAKTIEBOLAGET LM ERICSSON AB,www.ericsson.com,"""TELEFONAKTIEBOLAGET LM ERICSSON AB"" site:www.ericsson.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.ericsson.com/49317f/assets/local/investors/documents/2024/annual-report-2024-en.pdf
LLOYDS BANKING GROUP PLC,lloydsbankinggroup.com,"""LLOYDS BANKING GROUP PLC"" site:lloydsbankinggroup.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.lloydsbankinggroup.com/assets/pdfs/investors/financial-performance/lloyds-banking-group-plc/2024/q4/2024-lbg-annual-report.pdf
THALES,www.thalesgroup.com,"""THALES"" site:www.thalesgroup.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.thalesgroup.com/sites/default/files/2025-09/Thales-CSR-Integrated-Report-2024-EN_0.pdf
