company,report_year,activity,label,code_numeric
Commerzbank AG,2023,Research and experimental development on biotechnology,,72.11
Commerzbank AG,2023,Other research and experimental development on natural sciences and engineering,,72.19
Commerzbank AG,2023,Advertising agencies,,73.11
Commerzbank AG,2023,Media representation,,73.12
Commerzbank AG,2023,Market research and public opinion polling,,73.20
Commerzbank AG,2023,Specialised design activities,,74.10
Commerzbank AG,2023,"Other professional, scientific and technical activities n.e.c.",,74.90
Commerzbank AG,2023,Veterinary activities,,75.00
Commerzbank AG,2023,Renting and leasing of cars and light motor vehicles,,77.11
Commerzbank AG,2023,Renting and leasing of other personal and household goods,,77.29
Commerzbank AG,2023,Renting and leasing of agricultural machinery and equipment,,77.31
Commerzbank AG,2023,Temporary employment agency activities,,78.20
Commerzbank AG,2023,Tour operator activities,,79.12
Commerzbank AG,2023,Private security activities,,80.10
Commerzbank AG,2023,Other building and industrial cleaning activities,,81.22
Commerzbank AG,2023,Landscape service activities,,81.30
Commerzbank AG,2023,Activities of collection agencies and credit bureaus,,82.91
Commerzbank AG,2023,Other business support service activities n.e.c.,,82.99
Commerzbank AG,2023,Pre-primary education,,85.10
Commerzbank AG,2023,Hospital activities,,86.10
Commerzbank AG,2023,General medical practice activities,,86.21
Commerzbank AG,2023,Specialist medical practice activities,,86.22
Commerzbank AG,2023,Other human health activities,,86.90
Commerzbank AG,2023,Residential nursing care activities,,87.10
Commerzbank AG,2023,Other residential care activities,,87.90
Commerzbank AG,2023,Support activities to performing arts,,90.02
Commerzbank AG,2023,Gambling and betting activities,,92.00
Commerzbank AG,2023,Operation of sports facilities,,93.11
Commerzbank AG,2023,Activities of amusement parks and theme parks,,93.21
Commerzbank AG,2023,Other amusement and recreation activities,,93.29
Commerzbank AG,2023,Activities of other membership organisations n.e.c.,,94.99
Commerzbank AG,2023,Washing and (dry-)cleaning of textile and fur products,,96.01
Commerzbank AG,2023,Physical well-being activities,,96.04
Commerzbank AG,2023,Other personal service activities n.e.c.,,96.09
Compagnie de l'Odet SE,2023,Manufacture of plastic packaging,,1.1
Compagnie de l'Odet SE,2023,"Creative, artistic and live entertainment activities",,13.1
Compagnie de l'Odet SE,2023,"Production of cinematographic films, videos and television programs; sound recording and music publishing",,13.3
Compagnie de l'Odet SE,2023,Manufacture of low-carbon technologies for transportation,,3.3
Compagnie de l'Odet SE,2023,Battery manufacturing,,3.4
Compagnie de l'Odet SE,2023,Provision of data-based IT/operational solutions,,4.1
Compagnie de l'Odet SE,2023,Electricity storage,,4.10
Compagnie de l'Odet SE,2023,Products as services and other circular service models focused on use and results,,5.5
Compagnie de l'Odet SE,2023,Road freight transport,,6.6
Compagnie de l'Odet SE,2023,Renovation of existing buildings,,7.2
Compagnie de l'Odet SE,2023,Acquisition and ownership of buildings,,7.7
Compagnie de l'Odet SE,2023,Programming and broadcasting activity,,8.3
Continental AG,2023,Manufacture of automotive and mobility components,CCM,3.18
Continental AG,2023,Manufacture of rail rolling stock constituents,CCM,3.19
Continental AG,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
Continental AG,2023,Manufacture of other low-carbon technologies,CCM,3.6
Continental AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Continental AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Continental AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Continental AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
"Corporacion Financiera Alba, S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
Covestro AG,2023,"Activity 3.1 ""Construction of new buildings,""",,3.1
Covestro AG,2023,"Activity 3.10 ""Manufacture of hydrogen,""",,3.10
Covestro AG,2023,"Activity 3.13 ""Manufacture of chlorine,""",,3.13
Covestro AG,2023,"Activity 3.14 ""Manufacture of organic basic chemicals,""",,3.14
Covestro AG,2023,"Activity 3.16 ""Manufacture of nitric acid,""",,3.16
Covestro AG,2023,"Activity 3.17 ""Manufacture of plastics in primary form.""",,3.17
Covestro AG,2023,"Activity 3.3 ""Demolition and wrecking of buildings and other structures,""",,3.3
Covestro AG,2023,"Activity 3.4 ""Maintenance of roads and motorways,""",,3.4
Covestro AG,2023,"Activity 4.1 ""Provision of IT/OT data-driven solutions.""",,4.1
Covestro AG,2023,"Activity 4.30 – ""High-efficiency co-generation of heat/cool and power from fossil gaseous fuels.""",,4.30
Covestro AG,2023,"Activity 6.10 ""Sea and coastal freight water transport, vessels for port operations and auxiliary activities,""",,6.10
Covestro AG,2023,"Activity 6.2 ""Freight rail transport,""",,6.2
Covestro AG,2023,"Activity 6.5 ""Transport by motorbikes, passenger cars and light commercial vehicles,""",,6.5
Covestro AG,2023,"Activity 6.8 ""Inland freight water transport,""",,6.8
Covestro AG,2023,"Activity 7.1 ""Construction of new buildings,""",,7.1
Covestro AG,2023,"Activity 7.7 ""Acquisition and ownership of buildings.""",,7.7
Covestro AG,2023,Manufacture of hydrogen,CCM,3.10
Covestro AG,2023,Manufacture of chlorine,CCM,3.13
Covestro AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Covestro AG,2023,Manufacture of nitric acid,CCM,3.16
Covestro AG,2023,Manufacture of plastics in primary form,CCM,3.17
Covestro AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Covestro AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,6.10
Covestro AG,2023,Freight rail transport,CCM,6.2
Covestro AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Covestro AG,2023,Inland freight water transport,CCM,6.8
Covestro AG,2023,Construction of new buildings,CCM,7.1
Covestro AG,2023,Acquisition and ownership of buildings,CCM,7.7
Covestro AG,2023,Demolition and wrecking of buildings and other structures,CE,3.3
Covestro AG,2023,Maintenance of roads and motorways,CE,3.4
Covestro AG,2023,Provision of IT/OT data-driven solutions and software,CE,4.1
DO & CO AG,2023,"Hotels, holiday, camping grounds and similar accommodation",BIO,2.1
DO & CO AG,2023,"Transport by Motorbikes, Passenger Cars and Ligh Commercial Vehicles",CCM,6.5
DO & CO AG,2023,Freight Transport Services by Road,CCM,6.6
DO & CO AG,2023,"Installation, Maintenance and Repair of Energy Efficiency Equipment",CCM,7.3
DO & CO AG,2023,"Installation, Maintenance and Repair of Charging Stations for Electric Vehicles in Buildings (and parking spaces attached to buildings)",CCM,7.4
DO & CO AG,2023,"Installation, Maintenance and Repair of Instruments and Devices for Measuring, Regulation and Controlling Energy Performance of Buildings",CCM,7.5
DO & CO AG,2023,"Installation, Maintenance and Repair of Renewable Energy Technologies",CCM,7.6
DO & CO AG,2023,Acquisition and Ownership of Buildings,CCM,7.7
DO & CO AG,2023,"EA 6.5 Transport by motorbikes, passenger cars and light commercial vehicles",EA,6.5
DO & CO AG,2023,EA 6.6. Freight transport services by road,EA,6.6
DO & CO AG,2023,"EA 7.3. Installation, maintenance and repair of energy efficiency equipment",EA,7.3
DO & CO AG,2023,EA 7.7. Acquisition and ownership of buildings,EA,7.7
DS SMITH LIMITED,2024,Forest management,,A2
DS SMITH LIMITED,2024,"Installation, maintenance and repair of energy efficiency equipment",,"C16, C17"
DS SMITH LIMITED,2024,Cogeneration of heat/cool and power from bioenergy,,"D35.11, D35.30"
DS SMITH LIMITED,2024,"Construction, extension and operation of waste water collection and treatment",,E37.00
DS SMITH LIMITED,2024,Collection and transport of non-hazardous waste in source segregated fractions,,E38.11
Daimler AG,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
Daimler AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Daimler AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler AG,2023,Freight transport services by road,CCM,6.6
Daimler AG,2023,Sale of second-hand goods,CE,5.4
Daimler Truck Holding AG,2023,Manufacture of low carbon technologies for transport,CCM,3.3
Daimler Truck Holding AG,2023,"Urban and suburban transport, road passen- ger transport",CCM,6.3
Daimler Truck Holding AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler Truck Holding AG,2023,Freight transport services by road,CCM,6.6
Dassault Aviation,2023,Manufacturing of aircraft,CCM,3.21
Delivery Hero SE,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Delivery Hero SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Delivery Hero SE,2023,Acquisition and ownership of buildings,CCM,7.7
Delivery Hero SE,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Lufthansa AG,2023,Manufacturing of aircraft,,3.21
Deutsche Lufthansa AG,2023,Passenger and freight air transport,,6.19
Deutsche Lufthansa AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,6.10
Deutsche Post AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Deutsche Post AG,2023,Passenger and freight air transport,CCM,6.19
Deutsche Post AG,2023,Freight rail transport,CCM,6.2
Deutsche Post AG,2023,Air transport ground handling operations,CCM,6.20
Deutsche Post AG,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Deutsche Post AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Post AG,2023,Freight transport services by road,CCM,6.6
Deutsche Post AG,2023,Construction of new buildings,CCM,7.1
Deutsche Post AG,2023,Renovation of existing buildings,CCM,7.2
Deutsche Post AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutsche Post AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutsche Post AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Deutsche Telekom AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Telekom AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Deutsche Telekom AG,2023,Product-as-a-service and other circular use- and result-oriented service models,CE,5.5
Deutz AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Deutz AG,2023,Manufacture off batteries,CCM,3.4
Deutz AG,2023,Manufacture of other low-carbon technologies,CCM,3.6
Deutz AG,2023,"Use of company cars with an electric, hybrid, or hydrogen drive",CCM,6.5
Deutz AG,2023,Renovation of existing buildings,CCM,7.2
Deutz AG,2023,"Lighting with LED lamps, thermal optimization of buildings",CCM,7.3
Deutz AG,2023,E-charging station installation,CCM,7.4
Deutz AG,2023,Maintenance and expansion of the energy monitoring system (electricity meter) to determine consumption,CCM,7.5
Deutz AG,2023,Installation of a photovoltaic system,CCM,7.6
Deutz AG,2023,"Close to market research, development and innovation",CCM,9.1
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,5
Dürr AG,2023,Manufacture of aircraft,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Storage of thermal energy,CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
E.ON SE,2023,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,4.7
E.ON SE,2023,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",WTR,2.1
E.ON SE,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
E.ON SE,2024,Storage of electricity,CCM,4.10
E.ON SE,2024,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
E.ON SE,2024,District heating/cooling distribution,CCM,4.15
E.ON SE,2024,Installation and operation of electric heat pumps,CCM,4.16
E.ON SE,2024,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM,4.19
E.ON SE,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
E.ON SE,2024,Production of heat/cool from solar thermal heating,CCM,4.21
E.ON SE,2024,Production of heat/cool from geothermal energy,CCM,4.22
E.ON SE,2024,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM,4.23
E.ON SE,2024,Production of heat/cool from bioenergy,CCM,4.24
E.ON SE,2024,Production of heat/cool using waste heat,CCM,4.25
E.ON SE,2024,Electricity generation from wind power,CCM,4.3
E.ON SE,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
E.ON SE,2024,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
E.ON SE,2024,Electricity generation from hydropower,CCM,4.5
E.ON SE,2024,Electricity generation from geothermal energy,CCM,4.6
E.ON SE,2024,Electricity generation from bioenergy,CCM,4.8
E.ON SE,2024,Transmission and distribution of electricity,CCM,4.9
E.ON SE,2024,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM,5.1
E.ON SE,2024,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2024,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2024,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
E.ON SE,2024,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
E.ON SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
E.ON SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and contr. energy performance of buildings",CCM,7.5
E.ON SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
E.ON SE,2024,"Data processing, hosting and related activities",CCM,8.1
E.ON SE,2024,Data-driven solutions for GHG emissions reductions,CCM,8.2
E.ON SE,2024,Professional services related to energy performance of buildings,CCM,9.3
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,CCM,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
ENI S.P.A.,2024,Manufacture of hydrogen,,3.10
ENI S.P.A.,2024,Manufacture of organic basic chemicals,,3.14
ENI S.P.A.,2024,Manufacture of plastics in primary form,,3.17
ENI S.P.A.,2024,Manufacture of other low carbon technologies,,3.6
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,,4.1
ENI S.P.A.,2024,Storage of electricity,,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
ENI S.P.A.,2024,Cogeneration of heat/cool and power from bioenergy,,4.20
ENI S.P.A.,2024,Electricity generation (wind),,4.3
ENI S.P.A.,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
ENI S.P.A.,2024,Electricity generation from bioenergy,,4.8
ENI S.P.A.,2024,Transmission and distribution of electricity,,4.9
ENI S.P.A.,2024,Underground permanent geological storage of CO2,,5.12
ENI S.P.A.,2024,"Construction, extension and operation of waste water collection and treatment",,5.3
ENI S.P.A.,2024,Collection and transport of non-hazardous waste in source segregated fractions,,5.5
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CE,5.7
ENI S.P.A.,2024,Composting of bio-waste,CE,5.8
ENI S.P.A.,2024,Infrastructure enabling low carbon road transport and public transport,,6.15
ENI S.P.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
ENI S.P.A.,2024,"Installation, maintenance and repair of energy efficiency equipment",,7.3
ENI S.P.A.,2024,Recovery of bio-waste by anaerobic digestion or composting,CE,2.5
EQUINOR ASA,2024,Electricity generation from wind power,,D35.11
EQUINOR ASA,2024,Electricity generation using solar photovoltaic technology,,F42.22
EQUINOR ASA,2024,Storage of electricity,,
Eckert & Ziegler SE,2023,"Transport with motorbikes, passenger cars and light commercial vehicles",,6.5.
Eckert & Ziegler SE,2023,Transport of goods by road,,6.6.
Eckert & Ziegler SE,2023,New construction,,7.1.
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,3.18
Elmos Semiconductor SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
ElringKlinger AG,2023,Manufacture of automotive and mobility components,,3.18
ElringKlinger AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
ElringKlinger AG,2023,Manufacture of batteries,,3.4
ElringKlinger AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
ElringKlinger AG,2023,Renovation of existing buildings,,7.2
ElringKlinger AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
ElringKlinger AG,2023,Acquisition and ownership of buildings,,7.7
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,CCM,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity1,CCM,4.10
EnBW Energie Baden-Württemberg AG,2023,Production of biogas and biofuels for the transport sector and liquid biofuels2,CCM,4.13
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,CCM,4.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via wind power,CCM,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,CCM,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, expansion and operation of systems to extract, treat and supply water",CCM,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure for low-carbon road traffic and public transport,CCM,6.15
"Enagás, S.A.",2023,'Activity 3.1. Manufacture of renewable energy technologies',,3.1
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Demolition and wrecking of buildings and other structures,CE,3.3
"Enagás, S.A.",2023,Demolition and wrecking of buildings and other structures,EC,3.3
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Storage of hydrogen,CCM,4.12
"Enagás, S.A.",2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
"Enagás, S.A.",2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Enagás, S.A.",2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Enagás, S.A.",2023,"Data processing, hosting and related activities",CCM,8.1
"Enagás, S.A.",2023,"Data processing, hosting and related activities",CCM,8.1
Evonik Industries AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Evonik Industries AG,2023,Manufacture of plastics in primary form,CCM,3.17
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
Evonik Industries AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Evonik Industries AG,2023,Manufacture of active pharmaceutical ingredients,PPC,1.1
FREQUENTIS AG,2023,"Data processing, hosting and related activities",CCM,8.1
FUCHS SE,2023,Construction of new buildings,CCM,7.1
FUCHS SE,2023,Renovation of existing buildings,CCM,7.2
FUCHS SE,2024,Manufacture of other low carbon technologies,CCM,3.6
FUCHS SE,2024,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM,4.3
FUCHS SE,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2024,Freight transport services by road,CCM,6.6
FUCHS SE,2024,Construction of new buildings,CCM,7.1
FUCHS SE,2024,Renovation of existing buildings,CCM,7.2
FUCHS SE,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
FUCHS SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
FUCHS SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
FUCHS SE,2024,Acquisition and ownership of buildings,CCM,7.7
FUCHS SE,2024,Production of alternative water resources for purposes other than human consumption,CE,2.2
Flughafen Wien AG,2023,"Creative, arts and entertainment activities",CCA,13.1
Flughafen Wien AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Flughafen Wien AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Flughafen Wien AG,2023,Low carbon airport infrastructure,CCM,6.17
Flughafen Wien AG,2023,Air transport ground handling services,CCM,6.20
Flughafen Wien AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Flughafen Wien AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Flughafen Wien AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regula-tion and con-trolling energy performance of buildings",CCM,7.5
Flughafen Wien AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,Maintenance of roads and motorways,CE,3.4
Fraport AG,2023,Electricity generation using solar photovoltaic technology,CCA,4.1
Fraport AG,2023,"Urban and suburban transport, road passenger transport",CCA,6.3
Fraport AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCA,7.4
Fraport AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCA,7.5
Fraport AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Fraport AG,2023,Low carbon airport infrastructure,CCM,6.17
Fraport AG,2023,Air transport ground handling operations,CCM,6.20
Fraport AG,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
Fraport AG,2023,Construction of new buildings,CCM,7.1
Fraport AG,2023,Renovation of existing buildings,CCM,7.2
Fraport AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Fraport AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Fraport AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fraport AG,2023,Acquisition and ownership of buildings,CCM,7.7
Fraport AG,2023,Maintenance of roads and motorways,CE,3.4
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Fresenius Medical Care AG,2023,"Installation, maintenance & repair of charging stations for electric vehicles",CCM,7.4
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Fresenius Medical Care AG,2023,Manufacture of medicinal products,PPC,1.2
Fresenius SE & Co. KGaA,2023,Construction,CCM,7.1
Fresenius SE & Co. KGaA,2023,Renovation of existing buildings,CCM,7.2
Fresenius SE & Co. KGaA,2023,Acquisition and ownership of buildings,CCM,7.7
Fresenius SE & Co. KGaA,2023,Manufacture of electrical and electronic equipment,CE,1.2
Fresenius SE & Co. KGaA,2023,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC,1.1
Fresenius SE & Co. KGaA,2023,Manufacture of medicinal products,PPC,1.2
Friedrich Vorwerk Group SE,2023,Production of technologies for renewable energy,,3.1
Friedrich Vorwerk Group SE,2023,Transmission and distribution networks for renewable low-CO2 gases,,4.14
Friedrich Vorwerk Group SE,2023,District heating / cooling distribution,,4.15
Friedrich Vorwerk Group SE,2023,Transmission and distribution of electricity,,4.9
Friedrich Vorwerk Group SE,2023,"Construction, expansion and operation of water extraction, treatment and supply systems",,5.1
Friedrich Vorwerk Group SE,2023,Transmission and distribution of electricity,,
GALP ENERGIA SGPS S.A.,2024,Manufacture of hydrogen,CCM,3.10
GALP ENERGIA SGPS S.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
GALP ENERGIA SGPS S.A.,2024,Storage of electricity,CCM,4.10
GALP ENERGIA SGPS S.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
GALP ENERGIA SGPS S.A.,2024,Electricity generation from wind power,CCM,4.3
GALP ENERGIA SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of renewable energy technologies",CCM,7.6
GALP ENERGIA SGPS S.A.,2024,Professional services related to energy performance of buildings,CCM,9.3
GALP ENERGIA SGPS S.A.,2024,"Repair, refurbishment, and remanufacturing",CE,5.1
GEA Group Aktiengesellschaft,2023,Manufacture of renewable energy technologies,CCM,3.1
GEA Group Aktiengesellschaft,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
GEA Group Aktiengesellschaft,2023,Manufacture of other low carbon technologies,CCM,3.6
GEA Group Aktiengesellschaft,2023,Production of heat/cool using waste heat,CCM,4.25
GEA Group Aktiengesellschaft,2023,"Construction, extension and operation of water collection, treatment and supply systems",CCM,5.1
GEA Group Aktiengesellschaft,2023,Material recovery from non-hazardous waste,CCM,5.9
GEA Group Aktiengesellschaft,2023,Retrofitting of sea and coastal freight and passenger water transport,CCM,6.12
GEA Group Aktiengesellschaft,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
GEA Group Aktiengesellschaft,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
GEA Group Aktiengesellschaft,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
GEA Group Aktiengesellschaft,2023,Freight transport services by road,CCM,6.6
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
GEA Group Aktiengesellschaft,2023,Acquisition and ownership of buildings,CCM,7.7
GEA Group Aktiengesellschaft,2023,"Research, development and innovation for direct air capture of CO₂",CCM,9.2
GEA Group Aktiengesellschaft,2023,Production of alternative water resources for purposes other than human consumption,CE,2.2
GEA Group Aktiengesellschaft,2023,Provision of IT/OT data-driven solutions,CE,4.1
GEA Group Aktiengesellschaft,2023,"Repair, refurbishment and remanufacturing",CE,5.1
GEA Group Aktiengesellschaft,2023,Sale of spare parts,CE,5.2
GEA Group Aktiengesellschaft,2023,Product-as-a-service and other circular use- and result-oriented service models,CE,5.5
GEA Group Aktiengesellschaft,2023,Urban waste water treatment,WTR,2.2
GEA Group Aktiengesellschaft,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies",,
GEA Group Aktiengesellschaft,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels",,
GEA Group Aktiengesellschaft,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels",,
