company,report_year,chunk_index,activity,Sub_activity_code
Deutz AG,2023,3,"Use of company cars with an electric, hybrid, or hydrogen drive",CCM 6.5
Deutz AG,2023,7,Renovation of existing buildings,CCM 7.2
Deutz AG,2023,3,Renovation of existing buildings,CCM 7.2 CE 3.2
Deutz AG,2023,7,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Deutz AG,2023,7,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
Deutz AG,2023,7,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM 7.5
Deutz AG,2023,7,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Deutz AG,2023,5,"Close to market research, development and innovation",CCM 9.1
Deutz AG,2023,7,Renovation of existing buildings,CE 3.2
Dürr AG,2023,3,Manufacture of other low carbon technologies,3.6
Dürr AG,2023,3,"Transport by motorbikes, passenger cars, and light commercial vehicles",6.5
Dürr AG,2023,3,Acquisition and ownership of buildings,7.7
Dürr AG,2023,1,Manufacture of renewable energy technologies,CCM 5 3.1; CCA6 3.1
Dürr AG,2023,5,Manufacture of aircraft,CCM 5 3.21; CCA6 3.21
Dürr AG,2023,5,Manufacture of other low carbon technologies,CCM 5 3.6
Dürr AG,2023,1,Manufacture of other low carbon technologies,CCM 5 3.6; CCA6 3.6
Dürr AG,2023,2,Manufacture of other low carbon technologies,CCM 5 3.6;<BR>CCA6 3.6
Dürr AG,2023,1,Storage of thermal energy,CCM 5 4.11; CCA6 4.11
Dürr AG,2023,2,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 5 6.5
Dürr AG,2023,2,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 5 6.5;<BR>CCA6 6.5
Dürr AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 5 7.3; CCA6 7.3
Dürr AG,2023,2,"Installation, maintenance and repair of energy efficiency equipment",CCM 5 7.3;<BR>CCA6 7.3
Dürr AG,2023,2,"Installation, maintenance and repair of charging stations for electricvehicles in buildings",CCM 5 7.4;<BR>CCA6 7.4
Dürr AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 5 7.6; CCA6 7.6
Dürr AG,2023,2,"Installation, maintenance and repair of renewable energy technologies",CCM 5 7.6;<BR>CCA6 7.6
Dürr AG,2023,2,Acquisition and ownership of buildings,CCM 5 7.7
Dürr AG,2023,2,Acquisition and ownership of buildings,CCM 5 7.7;<BR>CCA6 7.7
E.ON SE,2023,5,Electricity generation using solar photovoltaic technology,CCM 4.1
E.ON SE,2023,5,District heating/cooling distribution,CCM 4.15
E.ON SE,2023,5,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM 4.19
E.ON SE,2023,5,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
E.ON SE,2023,5,Production of heat/cool from solar thermal heating,CCM 4.21
E.ON SE,2023,5,Production of heat/cool from bioenergy,CCM 4.24
E.ON SE,2023,5,Electricity generation from hydropower,CCM 4.5
E.ON SE,2023,5,Transmission and distribution of electricity,CCM 4.9
E.ON SE,2023,5,"Renewal of water collection, treatment and supply systems / Water supply",CCM 5.2/<BR>WTR 2.1
E.ON SE,2023,5,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM 5.3/<BR>WTR 2.2
E.ON SE,2023,5,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
E.ON SE,2023,5,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of other taxonomy-eligible but not taxonomy-aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of other taxonomy-non-eligible economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2023,8,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
E.ON SE,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
E.ON SE,2024,3,Storage of electricity,CCM 4.10
E.ON SE,2024,1,Transmission and distribution networks for renewable and low-carbon gases,CCM 4.14
E.ON SE,2024,2,District heating/cooling distribution,CCM 4.15
E.ON SE,2024,1,Installation and operation of electric heat pumps,CCM 4.16
E.ON SE,2024,5,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
E.ON SE,2024,2,Production of heat/cool from geothermal energy,CCM 4.22
E.ON SE,2024,2,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM 4.23
E.ON SE,2024,2,Production of heat/cool from bioenergy,CCM 4.24
E.ON SE,2024,5,Electricity generation from wind power,CCM 4.3
E.ON SE,2024,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
E.ON SE,2024,2,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM 4.31
E.ON SE,2024,1,Electricity generation from hydropower,CCM 4.5
E.ON SE,2024,5,Electricity generation from bioenergy,CCM 4.8
E.ON SE,2024,5,Transmission and distribution of electricity,CCM 4.9
E.ON SE,2024,5,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM 5.1 / WTR 2.1
E.ON SE,2024,5,"Renewal of water collection, treatment and supply systems / Water supply",CCM 5.2 / WTR 2.1
E.ON SE,2024,5,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM 5.3 / WTR 2.2
E.ON SE,2024,5,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
E.ON SE,2024,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
E.ON SE,2024,3,"Installation, maintenance and repair of instruments and devices for measuring, regulation and contr. energy performance of buildings",CCM 7.5
E.ON SE,2024,5,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
E.ON SE,2024,3,"Data processing, hosting and related activities",CCM 8.1
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
E.ON SE,2024,8,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",
"EDP Renováveis, S.A.",2023,6,Electricity generation using solar photovoltaic technology,4.1
"EDP Renováveis, S.A.",2023,6,Electricity generation from wind power,4.3
"EDP Renováveis, S.A.",2023,6,"Installation, maintenance and repair of renewable energy technologies",7.6
"EDP Renováveis, S.A.",2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
"EDP Renováveis, S.A.",2023,1,Electricity generation from wind power,CCM 4.3
"EDP Renováveis, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
ENI S.P.A.,2024,5,Manufacture of plastics in primary form,3.17
ENI S.P.A.,2024,5,Electricity generation using solar photovoltaic technology,4.1
ENI S.P.A.,2024,5,Storage of electricity,4.10
ENI S.P.A.,2024,5,Manufacture of biogas and biofuels for use in transport and of bioliquids,4.13
ENI S.P.A.,2024,5,Electricity generation (wind),4.3
ENI S.P.A.,2024,5,Electricity generation from bioenergy,4.8
ENI S.P.A.,2024,5,Underground permanent geological storage of CO2,5.12
ENI S.P.A.,2024,1,Manufacture of hydrogen,CCM 3.10
ENI S.P.A.,2024,1,Manufacture of organic basic chemicals,CCM 3.14
ENI S.P.A.,2024,1,Manufacture of plastics in primary form,CCM 3.17
ENI S.P.A.,2024,2,Manufacture of other low carbon technologies,CCM 3.6
ENI S.P.A.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
ENI S.P.A.,2024,1,Storage of electricity,CCM 4.10
ENI S.P.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
ENI S.P.A.,2024,2,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
ENI S.P.A.,2024,1,Electricity generation (wind),CCM 4.3
ENI S.P.A.,2024,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
ENI S.P.A.,2024,1,Electricity generation from bioenergy,CCM 4.8
ENI S.P.A.,2024,1,Transmission and distribution of electricity,CCM 4.9
ENI S.P.A.,2024,1,Underground permanent geological storage of CO2,CCM 5.12
ENI S.P.A.,2024,1,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
ENI S.P.A.,2024,2,Collection and transport of non-hazardous waste in source segregated fractions,CCM 5.5
ENI S.P.A.,2024,2,Anaerobic digestion of bio-waste,CCM 5.7
ENI S.P.A.,2024,3,Anaerobic digestion of bio-waste,CCM 5.7/CE 2.5
ENI S.P.A.,2024,2,Composting of bio-waste,CCM 5.8
ENI S.P.A.,2024,3,Composting of bio-waste,CCM 5.8/CE 2.5
ENI S.P.A.,2024,1,Infrastructure enabling road transport and public transport,CCM 6.15
ENI S.P.A.,2024,3,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
ENI S.P.A.,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
ENI S.P.A.,2024,3,Recovery of bio-waste by anaerobic digestion or composting,CE 2.5
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
ENI S.P.A.,2024,6,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",
EQUINOR ASA,2024,4,Storage of electricity,0
EQUINOR ASA,2024,1,Electricity generation from wind power,D35.11
EQUINOR ASA,2024,1,Electricity generation using solar photovoltaic technology,F42.22
EQUINOR ASA,2024,1,Storage of electricity,
Eckert & Ziegler SE,2023,1,"Transport with motorbikes, passenger cars and light commercial vehicles",6.5.
Eckert & Ziegler SE,2023,1,Transport of goods by road,6.6.
Eckert & Ziegler SE,2023,1,New construction,7.1.
Elmos Semiconductor SE,2023,1,Manufacture of automotive and mobility components,CCM 3.18.
Elmos Semiconductor SE,2023,1,Manufacture of other low-carbon technologies,CCM 3.6.
ElringKlinger AG,2023,2,Manufacture of automotive and mobility components,3.18
ElringKlinger AG,2023,4,Manufacture of equipment for the production and use of hydrogen,3.2
ElringKlinger AG,2023,2,Manufacture of batteries,3.4
ElringKlinger AG,2023,7,"transport by motorbikes, passenger cars, and (light) commercial vehicles",6.5
ElringKlinger AG,2023,3,Construction and real estate buildings,7.2
ElringKlinger AG,2023,4,"Installation, maintenance and repair of renewable energy technologies",7.6
ElringKlinger AG,2023,5,Acquisition and ownership of buildings,7.7
ElringKlinger AG,2023,4,Construction and real estate activities,
ElringKlinger AG,2023,4,Manufacturing,
ElringKlinger AG,2023,4,Transport,
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.26
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.27
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.28
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.29
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.30
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,4.31
EnBW Energie Baden-Württemberg AG,2023,6,Electricity generation via photovoltaic technology,CCM 4.1
EnBW Energie Baden-Württemberg AG,2023,6,Storage of electricity2,CCM 4.10
EnBW Energie Baden-Württemberg AG,2023,6,Production of biogas and biofuels for the transport sector and liquid biofuels 2,CCM 4.13
EnBW Energie Baden-Württemberg AG,2023,6,District heating/cooling distribution,CCM 4.15
EnBW Energie Baden-Württemberg AG,2023,6,Electricity generation from fossil gaseous fuels,CCM 4.29
EnBW Energie Baden-Württemberg AG,2023,6,Electricity generation via wind power,CCM 4.3
EnBW Energie Baden-Württemberg AG,2023,6,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
EnBW Energie Baden-Württemberg AG,2023,6,Transmission and distribution of electricity,CCM 4.9
EnBW Energie Baden-Württemberg AG,2023,6,"Construction, expansion and operation of systems to extract, treat and supply water",CCM 5.1
EnBW Energie Baden-Württemberg AG,2023,6,Infrastructure for low-carbon road traffic and public transport,CCM 6.15
EnBW Energie Baden-Württemberg AG,2023,4,Amount and proportion of other taxonomy-aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,
EnBW Energie Baden-Württemberg AG,2023,7,Biomass,
EnBW Energie Baden-Württemberg AG,2023,7,Combined heat and power,
EnBW Energie Baden-Württemberg AG,2023,7,District heating,
EnBW Energie Baden-Württemberg AG,2023,7,E-mobility,
EnBW Energie Baden-Württemberg AG,2023,7,Electricity distribution grids,
EnBW Energie Baden-Württemberg AG,2023,7,Electricity generation from gas,
EnBW Energie Baden-Württemberg AG,2023,7,Electricity transmission grids,
EnBW Energie Baden-Württemberg AG,2023,7,Gas distribution grids,
EnBW Energie Baden-Württemberg AG,2023,7,Gas transmission grids,
EnBW Energie Baden-Württemberg AG,2023,7,Offshore wind,
EnBW Energie Baden-Württemberg AG,2023,7,Onshore wind,
EnBW Energie Baden-Württemberg AG,2023,7,Pumped storage,
EnBW Energie Baden-Württemberg AG,2023,7,Run-of-river,
EnBW Energie Baden-Württemberg AG,2023,7,Solar,
EnBW Energie Baden-Württemberg AG,2023,7,Water grids,
EnBW Energie Baden-Württemberg AG,2023,7,Water supply,
"Enagás, S.A.",2023,7,Activity 3.10 CCM. Manufacture of hydrogen,3.10 CCM
"Enagás, S.A.",2023,1,Manufacture of hydrogen,3.10 CCM / 3.10 CCA
"Enagás, S.A.",2023,2,Manufacture of hydrogen,3.10 CCM /<BR>3.10 CCA
"Enagás, S.A.",2023,7,Activity 3.3 EC. Demolition and wrecking of buildings and other structures,3.3 EC
"Enagás, S.A.",2023,7,Activity 4.1 CCM. Electricity generation using solar photovoltaic technology,4.1 CCM
"Enagás, S.A.",2023,1,Electricity generation using solar photovoltaic technology,4.1 CCM / 4.1 CCA
"Enagás, S.A.",2023,2,Electricity generation using solar photovoltaic technology,4.1 CCM /<BR>4.1 CCA
"Enagás, S.A.",2023,7,Activity 4.12 CCM. Storage of hydrogen,4.12 CCM
"Enagás, S.A.",2023,1,Transmission and distribution networks for renewable and low-carbon gases,4.14 CCM
"Enagás, S.A.",2023,7,Activity 6.15 CCM. Infrastructure enabling low-carbon road transport and public transport,6.15 CCM
"Enagás, S.A.",2023,7,"Activity 7.4 CCM. Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",7.4 CCM
"Enagás, S.A.",2023,7,"Activity 8.1 CCM. Data processing, hosting and related activities",8.1 CCM
"Enagás, S.A.",2023,2,"Data processing, hosting and related activities",8.1 CCM /<BR>8.1 CCA
"Endesa, S.A.",2023,2,Battery energy storage,
"Endesa, S.A.",2023,2,Coal,
"Endesa, S.A.",2023,2,Distributed energy,
"Endesa, S.A.",2023,2,Distribution,
"Endesa, S.A.",2023,2,E-Mobility,
"Endesa, S.A.",2023,2,E-bus,
"Endesa, S.A.",2023,2,Energy assessment,
"Endesa, S.A.",2023,2,Energy efficiency,
"Endesa, S.A.",2023,2,Financial services,
"Endesa, S.A.",2023,2,Fuel-oil and OCGT,
"Endesa, S.A.",2023,2,Gaseous fossil fuels (CCGT),
"Endesa, S.A.",2023,2,Geothermal energy,
"Endesa, S.A.",2023,2,Home,
"Endesa, S.A.",2023,2,Hydraulic (1%),
"Endesa, S.A.",2023,2,Hydroelectric (99%),
"Endesa, S.A.",2023,2,New connections between a substation or grid and a power plant with greenhouse gas emissions exceeding 100 gCO2e/kWh,
"Endesa, S.A.",2023,2,Nuclear,
"Endesa, S.A.",2023,2,Retail sale of electricity and gas to end users,
"Endesa, S.A.",2023,2,Smart lighting,
"Endesa, S.A.",2023,2,Storage for renewable energy sources,
"Endesa, S.A.",2023,2,Trading,
"Endesa, S.A.",2023,2,Wind and solar energy,
"Endesa, S.A.",2023,2,general and shared services,
"Endesa, S.A.",2023,2,other non-relevant product groups,
Evonik Industries AG,2023,8,Manufacture of energy efficiency equipment for buildings,3.5
Evonik Industries AG,2023,3,Manufacture of organic basic chemicals,CCM 3.14
Evonik Industries AG,2023,3,Manufacture of plastics in primary form,CCM 3.17
Evonik Industries AG,2023,3,Manufacture of energy efficiency equipment for buildings,CCM 3.5
Evonik Industries AG,2023,3,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Evonik Industries AG,2023,3,Manufacture of active pharmaceutical ingredientsb,PPC 1.1
Evonik Industries AG,2023,8,electricity distribution and transmission systems,
Evonik Industries AG,2023,8,manufacture of hydrogen,
Evonik Industries AG,2023,8,operation of rail networks,
FREQUENTIS AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
FUCHS SE,2023,3,Manufacture of other low carbon technologies,CCM 3.6
FUCHS SE,2023,3,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2023,8,Renovation of existing buildings,CCM 7.2 / CE3.2
FUCHS SE,2023,1,Renovation of existing buildings,CCM 7.2/CE 3.2
FUCHS SE,2023,3,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
FUCHS SE,2023,3,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2023,3,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
FUCHS SE,2023,7,Acquisition and ownership of buildings (leasing),
FUCHS SE,2023,7,Construction of new buildings,
FUCHS SE,2023,7,Freight transport services by road,
FUCHS SE,2023,7,"Installation, maintenance and repair of charging stations for electric vehicles in buildings and in parking lots attached to buildings",
FUCHS SE,2023,7,"Installation, maintenance and repair of energy-efficient equipment",
FUCHS SE,2023,7,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",
FUCHS SE,2023,7,"Installation, maintenance and repair of renewable energy technologies",
FUCHS SE,2023,7,Manufacture of other low-carbon technologies,
FUCHS SE,2023,7,Renovation of existing buildings,
FUCHS SE,2023,7,"Transport by motorcycles, passenger cars and light commercial vehicles",
FUCHS SE,2024,5,Manufacture of other low carbon technologies,CCM 3.6
FUCHS SE,2024,2,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM 4.3
FUCHS SE,2024,3,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2024,5,Freight transport services by road,CCM 6.6
FUCHS SE,2024,5,Construction of new buildings,CCM 7.1 / CE 3.1
FUCHS SE,2024,2,Renovation of existing buildings,CCM 7.2 / CE 3.2
FUCHS SE,2024,5,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
FUCHS SE,2024,3,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
FUCHS SE,2024,3,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2024,4,"Installation, maintenance and repair of renewable energy technologies (installation of photovoltaic systems; IAS 16: € 0.5 million; IFRS 16: € 0.5 million)",CCM 7.6
FUCHS SE,2024,4,"Acquisition and ownership of buildings (IAS 16: € 19.5 million, thereof LUBCON and Strub € 16.5 million; IFRS 16: € 26.8 million, thereof LUBCON and Strub € 2.4 million)",CCM 7.7
FUCHS SE,2024,4,Production of alternative water resources for purposes other than human consumption (IAS 16: € 0.0 million),CE 2.2
FUCHS SE,2024,7,Amount and proportion of other taxonomy­aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FUCHS SE,2024,7,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021 / 2139 in the denominator of the applicable KPI,
FamiCord AG,2023,7,"Transportation by motorcycles, passenger cars and light commercial vehicles (vehicle fleet)",6.5
FamiCord AG,2023,7,Transportation of goods by road (courier transport of samples),6.6
FamiCord AG,2023,7,Acquisition and ownership of buildings,7.7
FamiCord AG,2023,2,"Transportation with motorcycles, passenger cars and light commercial vehicles",CCM 6.5
FamiCord AG,2023,2,Transportation of goods by road,CCM 6.6
FamiCord AG,2023,2,Acquisition and ownership of buildings,CCM 7.7
Flughafen Wien AG,2023,1,"Creative, arts and entertainment activities",CCA 13.1
Flughafen Wien AG,2023,5,Infrastructure enabling low-carbon road transport and public transport,CCM 16.15
Flughafen Wien AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
Flughafen Wien AG,2023,2,Electricity generation using solar photovoltaic technology,CCM 4.1.
Flughafen Wien AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
Flughafen Wien AG,2023,1,Low carbon airport infrastructure,CCM 6.17
Flughafen Wien AG,2023,1,Air transport ground handling services,CCM 6.20
Flughafen Wien AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Flughafen Wien AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Flughafen Wien AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Flughafen Wien AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Flughafen Wien AG,2023,5,Maintenance of roads and motorways,CE 3.4
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
Flughafen Wien AG,2023,6,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",
Fraport AG,2023,7,Air transport ground handling operations,6.20
Fraport AG,2023,7,"Urban and suburban transport, road passenger transport",6.3
Fraport AG,2023,7,Acquisition and ownership of buildings,7.7
Fraport AG,2023,3,Electricity generation using solar photovoltaic technology,CCM 4.1; CCA 4.1
Fraport AG,2023,2,Low carbon airport infrastructure,CCM 6.17
Fraport AG,2023,1,Air transport ground handling operations,CCM 6.20
Fraport AG,2023,1,"Urban and suburban transport, road passenger transport",CCM 6.3
Fraport AG,2023,2,"Urban and suburban transport, road passenger transport",CCM 6.3; CCA 6.3
Fraport AG,2023,6,Construction of new buildings,CCM 7.1
