company,report_year,activity,label,code_numeric
Covestro AG,2023,Manufacture of plastics in primary form,,3.17
Covestro AG,2023,Demolition and wrecking of buildings and other structures,,3.3
Covestro AG,2023,Maintenance of roads and motorways,,3.4
Covestro AG,2023,Provision of IT/OT data-driven solutions,,4.1
Covestro AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
Covestro AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",,6.10
Covestro AG,2023,Freight rail transport,,6.2
Covestro AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
Covestro AG,2023,Inland freight water transport,,6.8
Covestro AG,2023,Construction of new buildings,,7.1
Covestro AG,2023,Acquisition and ownership of buildings,,7.7
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Covestro AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
DO & CO AG,2023,"Hotels, holiday, camping grounds and similar accommodation",BIO,2.1
DO & CO AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
DO & CO AG,2023,Freight Transport Services by Road,CCM,6.6
DO & CO AG,2023,"Installation, Maintenance and Repair of Energy Efficiency Equipment",CCM,7.3
DO & CO AG,2023,"Installation, Maintenance and Repair of Charging Stations for Electric Vehicles in Buildings (and parking spaces attached to buildings)",CCM,7.4
DO & CO AG,2023,"Installation, Maintenance and Repair of Instruments and Devices for Measuring, Regulation and Controlling Energy Performance of Buildings",CCM,7.5
DO & CO AG,2023,"Installation, Maintenance and Repair of Renewable Energy Technologies",CCM,7.6
DO & CO AG,2023,Acquisition and Ownership of Buildings,CCM,7.7
DS SMITH LIMITED,2024,Forest management,,A2
DS SMITH LIMITED,2024,"Installation, maintenance and repair of energy efficiency equipment",,"C16, C17"
DS SMITH LIMITED,2024,Cogeneration of heat/cool and power from bioenergy,,"D35.11, D35.30"
DS SMITH LIMITED,2024,"Construction, extension and operation of waste water collection and treatment",,E37.00
DS SMITH LIMITED,2024,Collection and transport of non-hazardous waste in source segregated fractions,,E38.11
Daimler AG,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
Daimler AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Daimler AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler AG,2023,Freight transport services by road,CCM,6.6
Daimler AG,2023,Sale of second-hand goods,CE,5.4
Daimler Truck Holding AG,2023,Manufacture of low carbon technologies for transport,CCM,3.3
Daimler Truck Holding AG,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
Daimler Truck Holding AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Daimler Truck Holding AG,2023,Freight transport services by road,CCM,6.6
Dassault Aviation,2023,Manufacturing of aircraft,CCM,3.21
Delivery Hero SE,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Delivery Hero SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Delivery Hero SE,2023,Acquisition and ownership of buildings,CCM,7.7
Delivery Hero SE,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Lufthansa AG,2023,3.21 Manufacturing of aircraft,,3.21
Deutsche Lufthansa AG,2023,6.19 Passenger and freight air transport,,6.19
Deutsche Lufthansa AG,2023,7.7 Acquisition and ownership of buildings,,7.7
Deutsche Post AG,2023,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM,6.10
Deutsche Post AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Deutsche Post AG,2023,Passenger and freight air transport,CCM,6.19
Deutsche Post AG,2023,Freight rail transport,CCM,6.2
Deutsche Post AG,2023,Air transport ground handling operations,CCM,6.20
Deutsche Post AG,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
Deutsche Post AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Post AG,2023,Freight transport services by road,CCM,6.6
Deutsche Post AG,2023,Construction of new buildings,CCM,7.1
Deutsche Post AG,2023,Renovation of existing buildings,CCM,7.2
Deutsche Post AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutsche Post AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutsche Post AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Deutsche Telekom AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Telekom AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Deutsche Telekom AG,2023,Product-as-a-service and other circular use- and result-oriented service models,CE,5.5
Deutz AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Deutz AG,2023,Manufacture off batteries,CCM,3.4
Deutz AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.6
Deutz AG,2023,"Use of company cars with an electric, hybrid, or hydrogen drive",CCM,6.5
Deutz AG,2023,Renovation of existing buildings,CCM,7.2
Deutz AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutz AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Deutz AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM,7.5
Deutz AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutz AG,2023,"Close to market research, development and innovation",CCM,9.1
Deutz AG,2023,Renovation of existing buildings,CE,3.2
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,5
Dürr AG,2023,Manufacture of aircraft,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Storage of thermal energy,CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
E.ON SE,2023,Electricity generation using solar photovoltaic technology,,4.1
E.ON SE,2023,Electricity storage,,4.10
E.ON SE,2023,Transmission and distribution networks for renewable and low-carbon gases,,4.14
E.ON SE,2023,District heating/cooling distribution,,4.15
E.ON SE,2023,Installation and operation of electric heat pumps,,4.16
E.ON SE,2023,Cogeneration of heating/cooling and power from renewable non-fossil gaseous and liquid fuels,,4.19
E.ON SE,2023,Cogeneration of heating/cooling and power from bioenergy,,4.20
E.ON SE,2023,Production of heating/cooling from solar thermal energy,,4.21
E.ON SE,2023,Production of heating/cooling from renewable non-fossil gaseous and liquid fuels,,4.23
E.ON SE,2023,Production of heating/cooling from bioenergy,,4.24
E.ON SE,2023,Electricity generation from wind power,,4.3
E.ON SE,2023,Electricity generation from hydropower,,4.5
E.ON SE,2023,Transmission and distribution of electricity,,4.9
E.ON SE,2023,"Construction, extension, and operation of water collection, treatment, and supply systems",,5.1
E.ON SE,2023,"Infrastructure for personal mobility, cycle logistics",,6.13
E.ON SE,2023,Infrastructure enabling low-carbon road transport and public transport,,6.15
E.ON SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,7.4
E.ON SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,7.5
E.ON SE,2023,Data-driven solutions for GHG emissions reductions,,8.2
E.ON SE,2023,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,4.7
E.ON SE,2023,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",WTR,2.1
E.ON SE,2023,Cogeneration of heat/cool and power from bioenergy,,
E.ON SE,2023,"Construction, extension and operation of water collection, treatment and supply systems",,
E.ON SE,2023,Data-driven solutions for GHG emissions reductions,,
E.ON SE,2023,Distribution networks for renewable and low-carbon gases,,
E.ON SE,2023,Distribution of electricity,,
E.ON SE,2023,District-heating distribution,,
E.ON SE,2023,Generation of heat/cooling from renewable non-fossil gaseous and liquid fuels,,
E.ON SE,2023,Infrastructure for personal mobility,,
E.ON SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,
E.ON SE,2023,Power generation by means of photovoltaic technology,,
E.ON SE,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
E.ON SE,2024,Storage of electricity,CCM,4.10
E.ON SE,2024,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
E.ON SE,2024,District heating/cooling distribution,CCM,4.15
E.ON SE,2024,Installation and operation of electric heat pumps,CCM,4.16
E.ON SE,2024,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM,4.19
E.ON SE,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
E.ON SE,2024,Production of heat/cool from solar thermal heating,CCM,4.21
E.ON SE,2024,Production of heat/cool from geothermal energy,CCM,4.22
E.ON SE,2024,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM,4.23
E.ON SE,2024,Production of heat/cool from bioenergy,CCM,4.24
E.ON SE,2024,Production of heat/cool using waste heat,CCM,4.25
E.ON SE,2024,Electricity generation from wind power,CCM,4.3
E.ON SE,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
E.ON SE,2024,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
E.ON SE,2024,Electricity generation from hydropower,CCM,4.5
E.ON SE,2024,Electricity generation from geothermal energy,CCM,4.6
E.ON SE,2024,Electricity generation from bioenergy,CCM,4.8
E.ON SE,2024,Transmission and distribution of electricity,CCM,4.9
E.ON SE,2024,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM,5.1
E.ON SE,2024,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2024,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2024,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
E.ON SE,2024,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
E.ON SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
E.ON SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and contr. energy performance of buildings",CCM,7.5
E.ON SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
E.ON SE,2024,"Data processing, hosting and related activities",CCM,8.1
E.ON SE,2024,Data-driven solutions for GHG emissions reductions,CCM,8.2
E.ON SE,2024,Professional services related to energy performance of buildings,CCM,9.3
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,CCM,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
ENI S.P.A.,2024,Manufacture of hydrogen,CCM,3.10
ENI S.P.A.,2024,Manufacture of organic basic chemicals,CCM,3.14
ENI S.P.A.,2024,Manufacture of plastics in primary form,CCM,3.17
ENI S.P.A.,2024,Manufacture of other low carbon technologies,CCM,3.6
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ENI S.P.A.,2024,Storage of electricity,CCM,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
ENI S.P.A.,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
ENI S.P.A.,2024,Electricity generation (wind),CCM,4.3
ENI S.P.A.,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
ENI S.P.A.,2024,Electricity generation from bioenergy,CCM,4.8
ENI S.P.A.,2024,Transmission and distribution of electricity,CCM,4.9
ENI S.P.A.,2024,Underground permanent geological storage of CO2,CCM,5.12
ENI S.P.A.,2024,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
ENI S.P.A.,2024,Collection and transport of non-hazardous waste in source segregated fractions,CCM,5.5
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
ENI S.P.A.,2024,Infrastructure enabling road transport and public transport,CCM,6.15
ENI S.P.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ENI S.P.A.,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
ENI S.P.A.,2024,Recovery of bio-waste by anaerobic digestion or composting,CE,2.5
EQUINOR ASA,2024,Electricity generation from wind power,,D35.11
EQUINOR ASA,2024,Electricity generation using solar photovoltaic technology,,F42.22
EQUINOR ASA,2024,Storage of electricity,,
Eckert & Ziegler SE,2023,"Transport with motorbikes, passenger cars and light commercial vehicles",,6.5.
Eckert & Ziegler SE,2023,Transport of goods by road,,6.6.
Eckert & Ziegler SE,2023,New construction,,7.1.
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,3.18
Elmos Semiconductor SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
ElringKlinger AG,2023,Manufacture of automotive and mobility components,,3.18
ElringKlinger AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
ElringKlinger AG,2023,Manufacture of batteries,,3.4
ElringKlinger AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
ElringKlinger AG,2023,Renovation of existing buildings,,7.2
ElringKlinger AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
ElringKlinger AG,2023,Acquisition and ownership of buildings,,7.7
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity,,4.10
EnBW Energie Baden-Württemberg AG,2023,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution networks for renewable and low-carbon gases,,4.14
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,,4.15
EnBW Energie Baden-Württemberg AG,2023,Cogeneration of heat/cool and power from bioenergy,,4.20
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from wind power,,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from hydropower,,4.5
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, extension and operation of water collection, treatment and supply systems",,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure enabling low-carbon road transport and public transport,,6.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,CCM,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity,CCM,4.10
EnBW Energie Baden-Württemberg AG,2023,Production of biogas and biofuels for the transport sector and liquid biofuels,CCM,4.13
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,CCM,4.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via wind power,CCM,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,CCM,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, expansion and operation of systems to extract, treat and supply water",CCM,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure for low-carbon road traffic and public transport,CCM,6.15
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Demolition and wrecking of buildings and other structures,CE,3.3
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Storage of hydrogen,CCM,4.12
"Enagás, S.A.",2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
"Enagás, S.A.",2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Enagás, S.A.",2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Enagás, S.A.",2023,"Data processing, hosting and related activities",CCM,8.1
Evonik Industries AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Evonik Industries AG,2023,Manufacture of plastics in primary form,CCM,3.17
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
Evonik Industries AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Evonik Industries AG,2023,Manufacture of active pharmaceutical ingredients,PPC,1.1
FREQUENTIS AG,2023,"Data processing, hosting and related activities",CCM,8.1
FUCHS SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
FUCHS SE,2023,"Transport by motorcycles, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2023,Construction of new buildings,CCM,7.1
FUCHS SE,2023,Renovation of existing buildings,CCM,7.2
FUCHS SE,2023,"Installation, maintenance and repair of energy-efficient equipment",CCM,7.3
FUCHS SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings and in parking lots attached to buildings",CCM,7.4
FUCHS SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,Manufacture of other low carbon technologies,CCM,3.6
FUCHS SE,2024,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM,4.3
FUCHS SE,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2024,Freight transport services by road,CCM,6.6
FUCHS SE,2024,Construction of new buildings,CCM,7.1
FUCHS SE,2024,Renovation of existing buildings,CCM,7.2
FUCHS SE,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
FUCHS SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
FUCHS SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
FUCHS SE,2024,Acquisition and ownership of buildings,CCM,7.7
FUCHS SE,2024,Production of alternative water resources for purposes other than human consumption,CE,2.2
FamiCord AG,2023,"Transportation with motorcycles, passenger cars and light commercial vehicles",CCM,6.5
FamiCord AG,2023,Transportation of goods by road,CCM,6.6
FamiCord AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,"Creative, arts and entertainment activities",CCA,13.1
Flughafen Wien AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Flughafen Wien AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Flughafen Wien AG,2023,Low carbon airport infrastructure,CCM,6.17
Flughafen Wien AG,2023,Air transport ground handling services,CCM,6.20
Flughafen Wien AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Flughafen Wien AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Flughafen Wien AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Flughafen Wien AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,Maintenance of roads and motorways,CE,3.4
Fraport AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Fraport AG,2023,Low carbon airport infrastructure,CCM,6.17
Fraport AG,2023,Air transport ground handling operations,CCM,6.20
Fraport AG,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
Fraport AG,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
Fraport AG,2023,Construction of new buildings,CCM,7.1
Fraport AG,2023,Renovation of existing buildings,CCM,7.2
Fraport AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Fraport AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Fraport AG,2023,performance of buildings,CCM,7.5
Fraport AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fraport AG,2023,Acquisition and ownership of buildings,CCM,7.7
Fraport AG,2023,Acquisition and ownership of buildings,CCM,7.7
Fraport AG,2023,Maintenance of roads and motorways,CE,3.4
Fraport AG,2023,Electricity generation using solar photovoltaic technology,,
Fraport AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,
Fraport AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,
Fraport AG,2023,"Urban and suburban transport, road passenger transport",,
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Fresenius Medical Care AG,2023,"Installation, maintenance & repair of charging stations for electric vehicles",CCM,7.4
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Fresenius Medical Care AG,2023,Manufacture of medicinal products,PPC,1.2
Fresenius SE & Co. KGaA,2023,Construction of new buildings,CCM,7.1
Fresenius SE & Co. KGaA,2023,Renovation of existing buildings,CCM,7.2
Fresenius SE & Co. KGaA,2023,Acquisition and ownership of buildings,CCM,7.7
Fresenius SE & Co. KGaA,2023,Manufacture of electrical and electronic equipment,CE,1.2
Fresenius SE & Co. KGaA,2023,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC,1.1
Fresenius SE & Co. KGaA,2023,Manufacture of medicinal products,PPC,1.2
Friedrich Vorwerk Group SE,2023,Production of technologies for renewable energy,,3.1
Friedrich Vorwerk Group SE,2023,Transmission and distribution networks for renewable low-CO2 gases,,4.14
Friedrich Vorwerk Group SE,2023,District heating / cooling distribution,,4.15
Friedrich Vorwerk Group SE,2023,Transmission and distribution of electricity,,4.9
Friedrich Vorwerk Group SE,2023,"Construction, expansion and operation of water extraction, treatment and supply systems",,5.1
GALP ENERGIA SGPS S.A.,2024,Manufacture of hydrogen,,3.10.
GALP ENERGIA SGPS S.A.,2024,Electricity generation using solar photovoltaic technology,,4.1.
GALP ENERGIA SGPS S.A.,2024,Storage of electricity,,4.10.
GALP ENERGIA SGPS S.A.,2024,Manufacture of biogas and biofuels for use in transport of bio-liquids,,4.13.
GALP ENERGIA SGPS S.A.,2024,Electricity generation from wind power,,4.3.
GALP ENERGIA SGPS S.A.,2024,"Repair, refurbishment and remanufacturing",,5.1.
GALP ENERGIA SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5.
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,7.4.
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance and repair of renewable energy technologies",,7.6.
GALP ENERGIA SGPS S.A.,2024,Professional services related to energy performance of buildings,,9.3.
GALP ENERGIA SGPS S.A.,2024,Manufacture of hydrogen,CCM,3.10
GALP ENERGIA SGPS S.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
GALP ENERGIA SGPS S.A.,2024,Storage of electricity,CCM,4.10
GALP ENERGIA SGPS S.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
GALP ENERGIA SGPS S.A.,2024,Electricity generation from wind power,CCM,4.3
GALP ENERGIA SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of renewable energy technologies",CCM,7.6
GALP ENERGIA SGPS S.A.,2024,Professional services related to energy performance of buildings,CCM,9.3
GALP ENERGIA SGPS S.A.,2024,"Repair, refurbishment, and remanufacturing",CE,5.1
GEA Group Aktiengesellschaft,2023,Manufacture of renewable energy technologies,,CCM_3.1
GEA Group Aktiengesellschaft,2023,Manufacture of energy efficiency equipment for buildings,,CCM_3.5
GEA Group Aktiengesellschaft,2023,Manufacture of other low carbon technologies,,CCM_3.6
GEA Group Aktiengesellschaft,2023,Production of heat/cool using waste heat,,CCM_4.25
GEA Group Aktiengesellschaft,2023,"Construction, extension and operation of water collection, treatment and supply systems",,CCM_5.1
GEA Group Aktiengesellschaft,2023,Material recovery from non-hazardous waste,,CCM_5.9
GEA Group Aktiengesellschaft,2023,Retrofitting of sea and coastal freight and passenger water transport,,CCM_6.12
GEA Group Aktiengesellschaft,2023,"Urban and suburban transport, road passenger transport",,CCM_6.3
GEA Group Aktiengesellschaft,2023,"Operation of personal mobility devices, cycle logistics",,CCM_6.4
GEA Group Aktiengesellschaft,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,CCM_6.5
GEA Group Aktiengesellschaft,2023,Freight transport services by road,,CCM_6.6
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of energy efficiency equipment",,CCM_7.3
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,CCM_7.4
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,CCM_7.5
GEA Group Aktiengesellschaft,2023,"Installation, maintenance and repair of renewable energy technologies",,CCM_7.6
GEA Group Aktiengesellschaft,2023,Acquisition and ownership of buildings,,CCM_7.7
GEA Group Aktiengesellschaft,2023,"Research, development and innovation for direct air capture of CO2",,CCM_9.2
GEA Group Aktiengesellschaft,2023,Production of alternative water resources for purposes other than human consumption,,CE_2.2
GEA Group Aktiengesellschaft,2023,Provision of IT/OT data-driven solutions,,CE_4.1
GEA Group Aktiengesellschaft,2023,"Repair, refurbishment and remanufacturing",,CE_5.1
GEA Group Aktiengesellschaft,2023,Sale of spare parts,,CE_5.2
GEA Group Aktiengesellschaft,2023,Product-as-a-service and other circular use- and result-oriented service models,,CE_5.5
