company,report_year,chunk_index,activity,Sub_activity_code
Daimler AG,2023,1,Sale of second-hand goods,CE 5.4
Daimler Truck Holding AG,2023,,,
Dassault Aviation,2023,1,Manufacturing of aircraft,CCM 3.21
Delivery Hero SE,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
Delivery Hero SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Delivery Hero SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
Delivery Hero SE,2023,1,"Data processing, hosting and related activities",CCM 8.1
Deutsche Bank AG,2023,,,
Deutsche Lufthansa AG,2023,,,
Deutsche Pfandbriefbank AG,2023,,,
Deutsche Post AG,2023,1,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM 6.10
Deutsche Post AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
Deutsche Post AG,2023,1,Passenger and freight air transport,CCM 6.19
Deutsche Post AG,2023,1,Freight rail transport,CCM 6.2
Deutsche Post AG,2023,1,Air transport ground handling operations,CCM 6.20
Deutsche Post AG,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
Deutsche Post AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Deutsche Post AG,2023,1,Freight transport services by road,CCM 6.6
Deutsche Post AG,2023,1,Construction of new buildings,CCM 7.1
Deutsche Post AG,2023,1,Renovation of existing buildings,CCM 7.2
Deutsche Post AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Deutsche Post AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Deutsche Post AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Deutsche Post AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
Deutsche Telekom AG,2023,,,
Deutz AG,2023,,,
Dürr AG,2023,1,Biodiversity (BIO6),0.0
Dürr AG,2023,1,Manufacture of other low carbon technologies,3.6
Dürr AG,2023,1,Acquisition and ownership of buildings,7.7
Dürr AG,2023,1,0.0,CCA 2
Dürr AG,2023,1,16.1,CCM 1
Dürr AG,2023,1,Manufacture of renewable energy technologies,CCM 3.1
Dürr AG,2023,1,Manufacture of other low carbon technologies,CCM 3.6
Dürr AG,2023,1,Storage of thermal energy,CCM 4.11
Dürr AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Dürr AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Dürr AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
Dürr AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Dürr AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Dürr AG,2023,1,0.0,CE 4
E.ON SE,2023,,,
E.ON SE,2024,,,
"EDP Renováveis, S.A.",2023,1,Electricity generation using solar photovoltaic technology,4.1
"EDP Renováveis, S.A.",2023,1,Electricity generation from wind power,4.3
"EDP Renováveis, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",7.6
"EDP Renováveis, S.A.",2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
"EDP Renováveis, S.A.",2023,1,Electricity generation from wind power,CCM 4.3
"EDP Renováveis, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
"EDP Renováveis, S.A.",2023,1,Electricity generation using solar photovoltaic technology; Electricity generation from wind power,D35.11
"EDP Renováveis, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",F42.22
ENI S.P.A.,2024,1,Manufacture of plastics in primary form,3.17
ENI S.P.A.,2024,1,Electricity generation using solar photovoltaic technology,4.1
ENI S.P.A.,2024,1,Storage of electricity,4.10
ENI S.P.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,4.13
ENI S.P.A.,2024,1,Electricity generation (wind),4.3
ENI S.P.A.,2024,1,Electricity generation from bioenergy,4.8
ENI S.P.A.,2024,1,Underground permanent geological storage of CO2,5.12
ENI S.P.A.,2024,1,Infrastructure enabling low carbon road transport and public transport,6.15
ENI S.P.A.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
ENI S.P.A.,2024,1,Storage of electricity,CCM 4.10
ENI S.P.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
ENI S.P.A.,2024,1,Electricity generation (wind),CCM 4.3
ENI S.P.A.,2024,1,Electricity generation from bioenergy,CCM 4.8
ENI S.P.A.,2024,1,Anaerobic digestion of bio-waste,CCM 5.7
ENI S.P.A.,2024,1,Composting of bio-waste,CCM 5.8
EQUINOR ASA,2024,1,Storage of electricity,0.0
EQUINOR ASA,2024,1,Storage of electricity,0.5
EQUINOR ASA,2024,1,Electricity generation from wind power,D35.11
EQUINOR ASA,2024,1,Electricity generation using solar photovoltaic technology,F42.22
EVN AG,2023,,,
Eckert & Ziegler SE,2023,1,"Transport with motorbikes, passenger cars and light commercial vehicles",6.5.
Eckert & Ziegler SE,2023,1,Transport of goods by road,6.6.
Eckert & Ziegler SE,2023,1,New construction,7.1.
Elmos Semiconductor SE,2023,1,manufacture of automotive and mobility components,3.18
Elmos Semiconductor SE,2023,1,manufacture of low-carbon technologies for transport; manufacture of energy-efficient equipment for buildings,3.3
Elmos Semiconductor SE,2023,1,The production of semiconductors as an electronic component is covered by code C.26 of the statistical classification of economic activities in the European Community (NACE).,C.26
Elmos Semiconductor SE,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Elmos Semiconductor SE,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
ElringKlinger AG,2023,,,
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation via photovoltaic technology,4.1
EnBW Energie Baden-Württemberg AG,2023,1,Storage of electricity,4.10
EnBW Energie Baden-Württemberg AG,2023,1,Manufacture of biogas and biofuels,4.13
EnBW Energie Baden-Württemberg AG,2023,1,Transmission and distribution networks for renewable and low-carbon gases,4.14
EnBW Energie Baden-Württemberg AG,2023,1,District heating/cooling distribution,4.15
EnBW Energie Baden-Württemberg AG,2023,1,Cogeneration of heat/cool and power from bioenergy,4.20
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation from fossil gaseous fuels,4.29
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation from wind power,4.3
EnBW Energie Baden-Württemberg AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,4.30
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation from hydropower,4.5
EnBW Energie Baden-Württemberg AG,2023,1,Transmission and distribution of electricity,4.9
EnBW Energie Baden-Württemberg AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",5.1
EnBW Energie Baden-Württemberg AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,6.15
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation via photovoltaic technology,CCM 4.1
EnBW Energie Baden-Württemberg AG,2023,1,Storage of electricity,CCM 4.10
EnBW Energie Baden-Württemberg AG,2023,1,Production of biogas and biofuels for the transport sector and liquid biofuels,CCM 4.13
EnBW Energie Baden-Württemberg AG,2023,1,District heating/cooling distribution,CCM 4.15
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation from fossil gaseous fuels,CCM 4.29
EnBW Energie Baden-Württemberg AG,2023,1,Electricity generation via wind power,CCM 4.3
EnBW Energie Baden-Württemberg AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
EnBW Energie Baden-Württemberg AG,2023,1,Transmission and distribution of electricity,CCM 4.9
EnBW Energie Baden-Württemberg AG,2023,1,"Construction, expansion and operation of systems to extract, treat and supply water",CCM 5.1
EnBW Energie Baden-Württemberg AG,2023,1,Infrastructure for low-carbon road traffic and public transport,CCM 6.15
"Enagás, S.A.",2023,,,
"Endesa, S.A.",2023,,,
Erste Group Bank AG,2023,,,
Evonik Industries AG,2023,1,Manufacture of organic basic chemicals,CCM 3.14
Evonik Industries AG,2023,1,Manufacture of plastics in primary form,CCM 3.17
Evonik Industries AG,2023,1,Manufacture of energy efficiency equipment for buildings,CCM 3.5
Evonik Industries AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Evonik Industries AG,2023,1,Manufacture of pharmaceutical active ingredients,PPC 1.1
FACC AG,2023,,,
FREQUENTIS AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
FUCHS SE,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
FUCHS SE,2023,1,"Transport by motorcycles, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2023,1,Freight transport services by road,CCM 6.6
FUCHS SE,2023,1,Construction of new buildings,CCM 7.1
FUCHS SE,2023,1,Renovation of existing buildings,CCM 7.2
FUCHS SE,2023,1,"Installation, maintenance and repair of energy-efficient equipment",CCM 7.3
FUCHS SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings and on parking lots attached to buildings",CCM 7.4
FUCHS SE,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
FUCHS SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
FUCHS SE,2024,1,Manufacture of other low carbon technologies,CCM 3.6
FUCHS SE,2024,1,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM 4.3
FUCHS SE,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
FUCHS SE,2024,1,Freight transport services by road,CCM 6.6
FUCHS SE,2024,1,Construction of new buildings,CCM 7.1 / CE 3.1
FUCHS SE,2024,1,Renovation of existing buildings,CCM 7.2 / CE 3.2
FUCHS SE,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
FUCHS SE,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
FUCHS SE,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
FUCHS SE,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
FUCHS SE,2024,1,Acquisition and ownership of buildings,CCM 7.7
FUCHS SE,2024,1,Production of alternative water resources for purposes other than human consumption,CE 2.2
FUCHS SE,2024,1,A. TAXONOMY-ELIGIBLE ACTIVITIES A.1 Environmentally sustainable activities (Taxonomy-aligned),
FamiCord AG,2023,1,"Transportation by motorcycles, passenger cars and light commercial vehicles",6.5
FamiCord AG,2023,1,Transportation of goods by road,6.6
FamiCord AG,2023,1,Acquisition and ownership of buildings,7.7
FamiCord AG,2023,1,"Transportation with motorcycles, passenger cars and light commercial vehicles",CCM 6.5
FamiCord AG,2023,1,Transportation of goods by road,CCM 6.6
FamiCord AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Flughafen Wien AG,2023,,,
Fraport AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
Fraport AG,2023,1,Low carbon airport infrastructure,CCM 6.17
Fraport AG,2023,1,Air transport ground handling operations,CCM 6.20
Fraport AG,2023,1,"Urban and suburban transport, road passenger transport",CCM 6.3
Fraport AG,2023,1,Construction of new buildings,CCM 7.1
Fraport AG,2023,1,Renovation of existing buildings,CCM 7.2
Fraport AG,2023,1,Air transport ground handling operations,CCM 7.3
Fraport AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
Fraport AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Fraport AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Fraport AG,2023,1,Maintenance of roads and motorways,CE 3.4
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Fresenius Medical Care AG,2023,1,"Installation, maintenance & repair of charging stations for electric vehicles",CCM 7.4
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Fresenius Medical Care AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Fresenius Medical Care AG,2023,1,Manufacture of medicinal products,PPC 1.2
Fresenius SE & Co. KGaA,2023,1,Manufacture of active pharmaceutical ingredients,1.1
Fresenius SE & Co. KGaA,2023,1,Manufacture of electrical and electronic equipment,1.2
Fresenius SE & Co. KGaA,2023,1,Construction of new buildings,3.1
Fresenius SE & Co. KGaA,2023,1,Renovation of existing buildings,3.2
Fresenius SE & Co. KGaA,2023,1,Construction of new buildings,CCM 7.1
Fresenius SE & Co. KGaA,2023,1,Renovation of existing buildings,CCM 7.2
Fresenius SE & Co. KGaA,2023,1,Renovation of existing buildings,CCM 7.2/ CE 3.2
Fresenius SE & Co. KGaA,2023,1,Acquisition and ownership of buildings,CCM 7.7
Fresenius SE & Co. KGaA,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Fresenius SE & Co. KGaA,2023,1,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC 1.1
Fresenius SE & Co. KGaA,2023,1,Manufacture of medicinal products,PPC 1.2
Friedrich Vorwerk Group SE,2023,1,Production of technologies for renewable energy,3.1
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution networks for renewable low-CO2 gases,4.14
Friedrich Vorwerk Group SE,2023,1,District heating / cooling distribution,4.15
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution of electricity,4.9
Friedrich Vorwerk Group SE,2023,1,"Construction, expansion and operation of water extraction, treatment and supply systems",5.1
Friedrich Vorwerk Group SE,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",
Friedrich Vorwerk Group SE,2023,1,District heating /cooling distribution,
Friedrich Vorwerk Group SE,2023,1,Manufacture of renewable energy technologies,
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution networks for renewable and low-carbon gases,
Friedrich Vorwerk Group SE,2023,1,Transmission and distribution of electricity,
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of hydrogen,3.10
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation using solar photovoltaic technology,4.1
GALP ENERGIA SGPS S.A.,2024,1,Storage of electricity,4.10
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of biogas and biofuels for use in transport of bio-liquids,4.13
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation from wind power,4.3
GALP ENERGIA SGPS S.A.,2024,1,"Repair, refurbishment and remanufacturing",5.1
GALP ENERGIA SGPS S.A.,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",7.4
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance and repair of renewable energy technologies",7.6
GALP ENERGIA SGPS S.A.,2024,1,Professional services related to energy performance of buildings,9.3
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of hydrogen,CCM 3.10
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
GALP ENERGIA SGPS S.A.,2024,1,Storage of electricity,CCM 4.10
GALP ENERGIA SGPS S.A.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
GALP ENERGIA SGPS S.A.,2024,1,Electricity generation from wind power,CCM 4.3
GALP ENERGIA SGPS S.A.,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
GALP ENERGIA SGPS S.A.,2024,1,"Installation, maintenance, and repair of renewable energy technologies",CCM 7.6
GALP ENERGIA SGPS S.A.,2024,1,Professional services related to energy performance of buildings,CCM 9.3
GALP ENERGIA SGPS S.A.,2024,1,"Repair, refurbishment, and remanufacturing",CE 5.1
GEA Group Aktiengesellschaft,2023,1,0,CCA 0
GEA Group Aktiengesellschaft,2023,1,13.1,CCM 13.1
GEA Group Aktiengesellschaft,2023,1,30,CE 0
GEA Group Aktiengesellschaft,2023,1,BIO 0 0,
GEA Group Aktiengesellschaft,2023,1,WTR 0 0,
GEA Group Aktiengesellschaft,2023,1,construction and safe operation of new nuclear installations,
GEA Group Aktiengesellschaft,2023,1,construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels,
GEA Group Aktiengesellschaft,2023,1,"construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels",
GEA Group Aktiengesellschaft,2023,1,"construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",
GEA Group Aktiengesellschaft,2023,1,"research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle",
GEA Group Aktiengesellschaft,2023,1,safe operation of existing nuclear installations,
"Gestamp Automoción, S.A.",2023,1,Manufacturing of automotive and mobility components,3.18
"Gestamp Automoción, S.A.",2023,1,Manufacturing of low-carbon technologies for transport,3.3
"Gestamp Automoción, S.A.",2023,1,"Manufacture of batteries, cells and accumulators",3.4
"Gestamp Automoción, S.A.",2023,1,Manufacturing of other low-carbon technologies,3.6
"Gestamp Automoción, S.A.",2023,1,Manufacturing of automotive and mobility components,CCM 3.18
"Gestamp Automoción, S.A.",2023,1,"Manufacture of batteries, cells and accumulators",CCM 3.4
"Gestamp Automoción, S.A.",2023,1,TAXONOMY OF THE EUROPEAN UNION,
Grammer Aktiengesellschaft,2023,1,Manufacture of automotive and mobility components,3.18
Grammer Aktiengesellschaft,2023,1,Manufacture of rail rolling stock constituents,3.19
Grammer Aktiengesellschaft,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",7.4
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",7.5
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of renewable energy technologies",7.6
Grammer Aktiengesellschaft,2023,1,Acquisition and ownership of buildings,7.7
Grammer Aktiengesellschaft,2023,1,"Close to market research, development and innovation",9.1
Grammer Aktiengesellschaft,2023,1,Manufacture of parts and accessories for motor vehicles,C.29.3
Grammer Aktiengesellschaft,2023,1,Manufacture of railway locomotives and rolling stock,C.30.2
Grammer Aktiengesellschaft,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Grammer Aktiengesellschaft,2023,1,Manufacture of rail constituents,CCM 3.19
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Grammer Aktiengesellschaft,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Grammer Aktiengesellschaft,2023,1,Acquisition and ownership of buildings,CCM 7.7
Grammer Aktiengesellschaft,2023,1,"Close to market research, development and innovation",CCM 9.1
HAMBORNER REIT AG NA O.N.,2023,,,
HEINEKEN HOLDING N.V.,2024,1,Production of heat/cool from bioenergy,4.24
HEINEKEN HOLDING N.V.,2024,1,"Construction, extension and operation of water collection, treatment and supply systems",5.1
HEINEKEN HOLDING N.V.,2024,1,"Construction, extension and operation of wastewater collection and treatment",5.3
HEINEKEN HOLDING N.V.,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
HEINEKEN HOLDING N.V.,2024,1,Freight transport services by road,6.6
HEINEKEN HOLDING N.V.,2024,1,Construction of new buildings Renovation of existing buildings,7.1
HEINEKEN HOLDING N.V.,2024,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
HEINEKEN HOLDING N.V.,2024,1,"Installation, maintenance and repair of renewable energy technologies",7.6
HEINEKEN HOLDING N.V.,2024,1,Acquisition and ownership of buildings,7.7
HELLA GmbH & Co. KGaA,2023,,,
HENKEL AG & CO. KGAA,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
HENKEL AG & CO. KGAA,2024,1,Renovation of existing buildings,CCM 7.2
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
HENKEL AG & CO. KGAA,2024,1,acquisition of buildings including leasing; cars; IT equipment including leasing,CCM 7.7
HENKEL AG & CO. KGAA,2024,1,Manufacture of electrical and electronic equipment,CE 1.2
HOCHTIEF AG,2023,1,Flood risk prevention and protection infrastructure,CCA 14.2
HOCHTIEF AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",CCA 5.1
HOCHTIEF AG,2023,1,"Renewal of water collection, treatment and supply systems",CCA 5.2
HOCHTIEF AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
HOCHTIEF AG,2023,1,Storage of electricity,CCM 4.10
HOCHTIEF AG,2023,1,Electricity generation from fossil gaseous fuels,CCM 4.29
HOCHTIEF AG,2023,1,Electricity generation from wind power,CCM 4.3
HOCHTIEF AG,2023,1,Electricity generation from hydropower,CCM 4.5
HOCHTIEF AG,2023,1,Transmission and distribution of electricity,CCM 4.9
HOCHTIEF AG,2023,1,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
HOCHTIEF AG,2023,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
HOCHTIEF AG,2023,1,Infrastructure for rail transport,CCM 6.14
HOCHTIEF AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
HOCHTIEF AG,2023,1,Infrastructure enabling low carbon water transport,CCM 6.16
HOCHTIEF AG,2023,1,Low carbon airport infrastructure,CCM 6.17
HOCHTIEF AG,2023,1,Construction of new buildings,CCM 7.1
HOCHTIEF AG,2023,1,Renovation of existing buildings,CCM 7.2
HOCHTIEF AG,2023,1,Professional services related to energy performance of buildings,CCM 9.3
Hamburger Hafen und Logistik AG,2023,,,
Hapag-Lloyd AG,2023,,,
Hawesko Holding SE,2023,1,economic activity in the annexes to the environmental objectives 1.) climate change mitigation and 2.) climate change adaptation,OBJECTIVE 7.7
Heidelberg Materials AG,2023,1,53.3%,CCM 0.8
Heidelberg Materials AG,2023,1,Manufacture of cement,CCM 3.7
Heidelberg Materials AG,2023,1,Material recovery from non-hazardous waste,CCM 5.9
Heidelberg Materials AG,2023,1,Material recovery from non-hazardous waste / Sorting and material recovery of non-hazardous waste,CCM 5.9 / CE 2.7
Heidelberg Materials AG,2023,1,-,CE 0.4
Heidelberg Materials AG,2023,1,Sorting and material recovery of non-hazardous waste,CE 2.7
Hugo Boss AG,2023,,,
IBERDROLA SA,2024,1,Manufacture of hydrogen,CCM 3.10./CCA 3.10.
IBERDROLA SA,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1./CCA 4.1.
IBERDROLA SA,2024,1,Storage of electricity,CCM 4.10./CCA 4.10.
IBERDROLA SA,2024,1,Electricity generation from gaseous fossil fuels,CCM 4.29./CCA 4.29.
IBERDROLA SA,2024,1,Electricity generation from wind power,CCM 4.3./CCA 4.3.
IBERDROLA SA,2024,1,Electricity generation from hydropower,CCM 4.5./CCA 4.5.
IBERDROLA SA,2024,1,Transmission and distribution of electricity,CCM 4.9./CCA 4.9.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3./CCA 7.3.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of recharge stations for electric vehicles in buildings (and in parking spaces attached to buildings)",CCM 7.4./CCA 7.4.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5./CCA 7.5.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6./CCA 7.6.
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Electricity generation from wind power,CCM 4.3
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Renovation of existing buildings,CCM 7.2
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Acquisition and ownership of buildings,CCM 7.7
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Manufacturing of aircraft,CCM 3.21
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Passenger and freight air transport,CCM 6.19
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Air transport ground handling operations,CCM 6.20
IONOS Group SE,2023,,,
ISS A/S,2024,1,"installation, maintenance and repair of energy efficiency equipment",7.3
ISS A/S,2024,1,"installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",7.5
ISS A/S,2024,1,energy management services,9.3
IVU Traffic Technologies AG,2023,1,Taxonomy-eligible but not taxonomy aligned revenue,8.2
Immofinanz AG,2023,1,"Installation, maintenance and repair of energy efficient equipment / Installation, maintenance and repair of renewable energy technology",7.3
Immofinanz AG,2023,1,Economic activity only requires the existence of one of the renewable energy technologies listed,7.6
Immofinanz AG,2023,1,Acquisition and ownership of buildings,7.7
Immofinanz AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Immofinanz AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Immofinanz AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Indus Holding AG,2023,,,
"Industria de Diseño Textil, S.A.",2023,1,Electricity generation from wind power,CCM 4.3
"Industria de Diseño Textil, S.A.",2023,1,Electricity generation from wind power,CCM 4.3.
"Industria de Diseño Textil, S.A.",2023,1,Renovation of existing buildings,CCM 7.2
"Industria de Diseño Textil, S.A.",2023,1,Renovation of existing buildings,CCM 7.2.
"Industria de Diseño Textil, S.A.",2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3.
"Industria de Diseño Textil, S.A.",2023,1,Acquisition and ownership of buildings,CCM 7.7
"Industria de Diseño Textil, S.A.",2023,1,Acquisition and ownership of buildings,CCM 7.7.
Instone Real Estate Group,2023,1,Construction of buildings,41
Instone Real Estate Group,2023,1,Construction of new buildings,CCA 7.1
Instone Real Estate Group,2023,1,Construction of new buildings,CCM 7.1
Instone Real Estate Group,2023,1,Construction of new buildings,CE 3.1
JERONIMO MARTINS SGPS S.A.,2024,1,"Transport by motorbikes, passenger cars and light-duty vehicles",CCM 6.5
JERONIMO MARTINS SGPS S.A.,2024,1,Renovation of existing buildings,CCM 7.2
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulating and monitoring the energy performance of buildings.",CCM 7.5.2
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
JERONIMO MARTINS SGPS S.A.,2024,1,Acquisition and ownership of buildings,CCM 7.7
Jenoptik AG,2023,1,Transportation by car and light commercial vehicles,CCM 6.5
Jenoptik AG,2023,1,Construction of new buildings,CCM 7.1
Jenoptik AG,2023,1,"Installation, maintenance, and repair of energy efficiency equipment",CCM 7.3
Jenoptik AG,2023,1,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings",CCM 7.4
Jenoptik AG,2023,1,"Installation, maintenance, and repair of instruments and devices for measuring, regulation, and controlling energy performance of buildings",CCM 7.5
Jenoptik AG,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Jenoptik AG,2023,1,"Repair, refurbishment, and remanufacturing",CE 5.1
