company,report_year,activity,label,code_numeric
Deutsche Post AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Deutsche Post AG,2023,Freight transport services by road,CCM,6.6
Deutsche Post AG,2023,Construction of new buildings,CCM,7.1
Deutsche Post AG,2023,Renovation of existing buildings,CCM,7.2
Deutsche Post AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutsche Post AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutsche Post AG,2023,Acquisition and ownership of buildings,CCM,7.7
Deutsche Post AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,,,
Deutz AG,2023,,,
Dürr AG,2023,Biodiversity (BIO6),,0.0
Dürr AG,2023,Manufacture of other low carbon technologies,,3.6
Dürr AG,2023,Acquisition and ownership of buildings,,7.7
Dürr AG,2023,0.0,CCA,2
Dürr AG,2023,16.1,CCM,1
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,3.1
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,3.6
Dürr AG,2023,Storage of thermal energy,CCM,4.11
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Dürr AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Dürr AG,2023,Acquisition and ownership of buildings,CCM,7.7
Dürr AG,2023,0.0,CE,4
E.ON SE,2024,,,
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,CCM,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology; Electricity generation from wind power,,D35.11
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",,F42.22
ENI S.P.A.,2024,Manufacture of plastics in primary form,,3.17
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,,4.1
ENI S.P.A.,2024,Storage of electricity,,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
ENI S.P.A.,2024,Electricity generation (wind),,4.3
ENI S.P.A.,2024,Electricity generation from bioenergy,,4.8
ENI S.P.A.,2024,Underground permanent geological storage of CO2,,5.12
ENI S.P.A.,2024,Infrastructure enabling low carbon road transport and public transport,,6.15
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ENI S.P.A.,2024,Storage of electricity,CCM,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
ENI S.P.A.,2024,Electricity generation (wind),CCM,4.3
ENI S.P.A.,2024,Electricity generation from bioenergy,CCM,4.8
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
EQUINOR ASA,2024,Storage of electricity,,0.0
EQUINOR ASA,2024,Storage of electricity,,0.5
EQUINOR ASA,2024,Electricity generation from wind power,,D35.11
EQUINOR ASA,2024,Electricity generation using solar photovoltaic technology,,F42.22
EVN AG,2023,,,
Eckert & Ziegler SE,2023,"Transport with motorbikes, passenger cars and light commercial vehicles",,6.5.
Eckert & Ziegler SE,2023,Transport of goods by road,,6.6.
Eckert & Ziegler SE,2023,New construction,,7.1.
Elmos Semiconductor SE,2023,manufacture of automotive and mobility components,,3.18
Elmos Semiconductor SE,2023,manufacture of low-carbon technologies for transport; manufacture of energy-efficient equipment for buildings,,3.3
Elmos Semiconductor SE,2023,The production of semiconductors as an electronic component is covered by code C.26 of the statistical classification of economic activities in the European Community (NACE).,,C.26
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,3.18
Elmos Semiconductor SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
ElringKlinger AG,2023,,,
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity,,4.10
EnBW Energie Baden-Württemberg AG,2023,Manufacture of biogas and biofuels,,4.13
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution networks for renewable and low-carbon gases,,4.14
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,,4.15
EnBW Energie Baden-Württemberg AG,2023,Cogeneration of heat/cool and power from bioenergy,,4.20
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from wind power,,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from hydropower,,4.5
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, extension and operation of water collection, treatment and supply systems",,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure enabling low-carbon road transport and public transport,,6.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,CCM,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity,CCM,4.10
EnBW Energie Baden-Württemberg AG,2023,Production of biogas and biofuels for the transport sector and liquid biofuels,CCM,4.13
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,CCM,4.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via wind power,CCM,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,CCM,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, expansion and operation of systems to extract, treat and supply water",CCM,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure for low-carbon road traffic and public transport,CCM,6.15
"Enagás, S.A.",2023,,,
"Endesa, S.A.",2023,,,
Erste Group Bank AG,2023,,,
Evonik Industries AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Evonik Industries AG,2023,Manufacture of plastics in primary form,CCM,3.17
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
Evonik Industries AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Evonik Industries AG,2023,Manufacture of pharmaceutical active ingredients,PPC,1.1
FACC AG,2023,,,
FREQUENTIS AG,2023,"Data processing, hosting and related activities",CCM,8.1
FUCHS SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
FUCHS SE,2023,"Transport by motorcycles, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2023,Construction of new buildings,CCM,7.1
FUCHS SE,2023,Renovation of existing buildings,CCM,7.2
FUCHS SE,2023,"Installation, maintenance and repair of energy-efficient equipment",CCM,7.3
FUCHS SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings and on parking lots attached to buildings",CCM,7.4
FUCHS SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,Manufacture of other low carbon technologies,CCM,3.6
FUCHS SE,2024,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM,4.3
FUCHS SE,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2024,Freight transport services by road,CCM,6.6
FUCHS SE,2024,Construction of new buildings,CCM,7.1
FUCHS SE,2024,Renovation of existing buildings,CCM,7.2
FUCHS SE,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
FUCHS SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
FUCHS SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
FUCHS SE,2024,Acquisition and ownership of buildings,CCM,7.7
FUCHS SE,2024,Production of alternative water resources for purposes other than human consumption,CE,2.2
FUCHS SE,2024,A. TAXONOMY-ELIGIBLE ACTIVITIES A.1 Environmentally sustainable activities (Taxonomy-aligned),,
FamiCord AG,2023,"Transportation by motorcycles, passenger cars and light commercial vehicles",,6.5
FamiCord AG,2023,Transportation of goods by road,,6.6
FamiCord AG,2023,Acquisition and ownership of buildings,,7.7
FamiCord AG,2023,"Transportation with motorcycles, passenger cars and light commercial vehicles",CCM,6.5
FamiCord AG,2023,Transportation of goods by road,CCM,6.6
FamiCord AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,,,
Fraport AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Fraport AG,2023,Low carbon airport infrastructure,CCM,6.17
Fraport AG,2023,Air transport ground handling operations,CCM,6.20
Fraport AG,2023,"Urban and suburban transport, road passenger transport",CCM,6.3
Fraport AG,2023,Construction of new buildings,CCM,7.1
Fraport AG,2023,Renovation of existing buildings,CCM,7.2
Fraport AG,2023,Air transport ground handling operations,CCM,7.3
Fraport AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
Fraport AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fraport AG,2023,Acquisition and ownership of buildings,CCM,7.7
Fraport AG,2023,Maintenance of roads and motorways,CE,3.4
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Fresenius Medical Care AG,2023,"Installation, maintenance & repair of charging stations for electric vehicles",CCM,7.4
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Fresenius Medical Care AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Fresenius Medical Care AG,2023,Manufacture of medicinal products,PPC,1.2
Fresenius SE & Co. KGaA,2023,Manufacture of active pharmaceutical ingredients,,1.1
Fresenius SE & Co. KGaA,2023,Manufacture of electrical and electronic equipment,,1.2
Fresenius SE & Co. KGaA,2023,Construction of new buildings,,3.1
Fresenius SE & Co. KGaA,2023,Renovation of existing buildings,,3.2
Fresenius SE & Co. KGaA,2023,Construction of new buildings,CCM,7.1
Fresenius SE & Co. KGaA,2023,Renovation of existing buildings,CCM,7.2
Fresenius SE & Co. KGaA,2023,Renovation of existing buildings,CCM,7.2
Fresenius SE & Co. KGaA,2023,Acquisition and ownership of buildings,CCM,7.7
Fresenius SE & Co. KGaA,2023,Manufacture of electrical and electronic equipment,CE,1.2
Fresenius SE & Co. KGaA,2023,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC,1.1
Fresenius SE & Co. KGaA,2023,Manufacture of medicinal products,PPC,1.2
Friedrich Vorwerk Group SE,2023,Production of technologies for renewable energy,,3.1
Friedrich Vorwerk Group SE,2023,Transmission and distribution networks for renewable low-CO2 gases,,4.14
Friedrich Vorwerk Group SE,2023,District heating / cooling distribution,,4.15
Friedrich Vorwerk Group SE,2023,Transmission and distribution of electricity,,4.9
Friedrich Vorwerk Group SE,2023,"Construction, expansion and operation of water extraction, treatment and supply systems",,5.1
Friedrich Vorwerk Group SE,2023,"Construction, extension and operation of water collection, treatment and supply systems",,
Friedrich Vorwerk Group SE,2023,District heating /cooling distribution,,
Friedrich Vorwerk Group SE,2023,Manufacture of renewable energy technologies,,
Friedrich Vorwerk Group SE,2023,Transmission and distribution networks for renewable and low-carbon gases,,
Friedrich Vorwerk Group SE,2023,Transmission and distribution of electricity,,
GALP ENERGIA SGPS S.A.,2024,Manufacture of hydrogen,,3.10
GALP ENERGIA SGPS S.A.,2024,Electricity generation using solar photovoltaic technology,,4.1
GALP ENERGIA SGPS S.A.,2024,Storage of electricity,,4.10
GALP ENERGIA SGPS S.A.,2024,Manufacture of biogas and biofuels for use in transport of bio-liquids,,4.13
GALP ENERGIA SGPS S.A.,2024,Electricity generation from wind power,,4.3
GALP ENERGIA SGPS S.A.,2024,"Repair, refurbishment and remanufacturing",,5.1
GALP ENERGIA SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,7.4
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance and repair of renewable energy technologies",,7.6
GALP ENERGIA SGPS S.A.,2024,Professional services related to energy performance of buildings,,9.3
GALP ENERGIA SGPS S.A.,2024,Manufacture of hydrogen,CCM,3.10
GALP ENERGIA SGPS S.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
GALP ENERGIA SGPS S.A.,2024,Storage of electricity,CCM,4.10
GALP ENERGIA SGPS S.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
GALP ENERGIA SGPS S.A.,2024,Electricity generation from wind power,CCM,4.3
GALP ENERGIA SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
GALP ENERGIA SGPS S.A.,2024,"Installation, maintenance, and repair of renewable energy technologies",CCM,7.6
GALP ENERGIA SGPS S.A.,2024,Professional services related to energy performance of buildings,CCM,9.3
GALP ENERGIA SGPS S.A.,2024,"Repair, refurbishment, and remanufacturing",CE,5.1
GEA Group Aktiengesellschaft,2023,0,CCA,0
GEA Group Aktiengesellschaft,2023,13.1,CCM,13.1
GEA Group Aktiengesellschaft,2023,30,CE,0
GEA Group Aktiengesellschaft,2023,BIO 0 0,,
GEA Group Aktiengesellschaft,2023,WTR 0 0,,
GEA Group Aktiengesellschaft,2023,construction and safe operation of new nuclear installations,,
GEA Group Aktiengesellschaft,2023,construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels,,
GEA Group Aktiengesellschaft,2023,"construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels",,
GEA Group Aktiengesellschaft,2023,"construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",,
GEA Group Aktiengesellschaft,2023,"research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle",,
GEA Group Aktiengesellschaft,2023,safe operation of existing nuclear installations,,
"Gestamp Automoción, S.A.",2023,Manufacturing of automotive and mobility components,,3.18
"Gestamp Automoción, S.A.",2023,Manufacturing of low-carbon technologies for transport,,3.3
"Gestamp Automoción, S.A.",2023,"Manufacture of batteries, cells and accumulators",,3.4
"Gestamp Automoción, S.A.",2023,Manufacturing of other low-carbon technologies,,3.6
"Gestamp Automoción, S.A.",2023,Manufacturing of automotive and mobility components,CCM,3.18
"Gestamp Automoción, S.A.",2023,"Manufacture of batteries, cells and accumulators",CCM,3.4
"Gestamp Automoción, S.A.",2023,TAXONOMY OF THE EUROPEAN UNION,,
Grammer Aktiengesellschaft,2023,Manufacture of automotive and mobility components,,3.18
Grammer Aktiengesellschaft,2023,Manufacture of rail rolling stock constituents,,3.19
Grammer Aktiengesellschaft,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of energy efficiency equipment",,7.3
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",,7.4
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,7.5
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
Grammer Aktiengesellschaft,2023,Acquisition and ownership of buildings,,7.7
Grammer Aktiengesellschaft,2023,"Close to market research, development and innovation",,9.1
Grammer Aktiengesellschaft,2023,Manufacture of parts and accessories for motor vehicles,,C.29.3
Grammer Aktiengesellschaft,2023,Manufacture of railway locomotives and rolling stock,,C.30.2
Grammer Aktiengesellschaft,2023,Manufacture of automotive and mobility components,CCM,3.18
Grammer Aktiengesellschaft,2023,Manufacture of rail constituents,CCM,3.19
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Grammer Aktiengesellschaft,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Grammer Aktiengesellschaft,2023,Acquisition and ownership of buildings,CCM,7.7
Grammer Aktiengesellschaft,2023,"Close to market research, development and innovation",CCM,9.1
HAMBORNER REIT AG NA O.N.,2023,,,
HEINEKEN HOLDING N.V.,2024,Production of heat/cool from bioenergy,,4.24
HEINEKEN HOLDING N.V.,2024,"Construction, extension and operation of water collection, treatment and supply systems",,5.1
HEINEKEN HOLDING N.V.,2024,"Construction, extension and operation of wastewater collection and treatment",,5.3
HEINEKEN HOLDING N.V.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
HEINEKEN HOLDING N.V.,2024,Freight transport services by road,,6.6
HEINEKEN HOLDING N.V.,2024,Construction of new buildings Renovation of existing buildings,,7.1
HEINEKEN HOLDING N.V.,2024,"Installation, maintenance and repair of energy efficiency equipment",,7.3
HEINEKEN HOLDING N.V.,2024,"Installation, maintenance and repair of renewable energy technologies",,7.6
HEINEKEN HOLDING N.V.,2024,Acquisition and ownership of buildings,,7.7
HELLA GmbH & Co. KGaA,2023,,,
HENKEL AG & CO. KGAA,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
HENKEL AG & CO. KGAA,2024,Renovation of existing buildings,CCM,7.2
HENKEL AG & CO. KGAA,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
HENKEL AG & CO. KGAA,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
HENKEL AG & CO. KGAA,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
HENKEL AG & CO. KGAA,2024,acquisition of buildings including leasing; cars; IT equipment including leasing,CCM,7.7
HENKEL AG & CO. KGAA,2024,Manufacture of electrical and electronic equipment,CE,1.2
HOCHTIEF AG,2023,Flood risk prevention and protection infrastructure,CCA,14.2
HOCHTIEF AG,2023,"Construction, extension and operation of water collection, treatment and supply systems",CCA,5.1
HOCHTIEF AG,2023,"Renewal of water collection, treatment and supply systems",CCA,5.2
HOCHTIEF AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
HOCHTIEF AG,2023,Storage of electricity,CCM,4.10
HOCHTIEF AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
HOCHTIEF AG,2023,Electricity generation from wind power,CCM,4.3
HOCHTIEF AG,2023,Electricity generation from hydropower,CCM,4.5
HOCHTIEF AG,2023,Transmission and distribution of electricity,CCM,4.9
HOCHTIEF AG,2023,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
HOCHTIEF AG,2023,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
HOCHTIEF AG,2023,Infrastructure for rail transport,CCM,6.14
HOCHTIEF AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
HOCHTIEF AG,2023,Infrastructure enabling low carbon water transport,CCM,6.16
HOCHTIEF AG,2023,Low carbon airport infrastructure,CCM,6.17
HOCHTIEF AG,2023,Construction of new buildings,CCM,7.1
HOCHTIEF AG,2023,Renovation of existing buildings,CCM,7.2
HOCHTIEF AG,2023,Professional services related to energy performance of buildings,CCM,9.3
Hamburger Hafen und Logistik AG,2023,,,
Hapag-Lloyd AG,2023,,,
Hawesko Holding SE,2023,economic activity in the annexes to the environmental objectives 1.) climate change mitigation and 2.) climate change adaptation,,OBJECTIVE 7.7
Heidelberg Materials AG,2023,53.3%,CCM,0.8
Heidelberg Materials AG,2023,Manufacture of cement,CCM,3.7
Heidelberg Materials AG,2023,Material recovery from non-hazardous waste,CCM,5.9
Heidelberg Materials AG,2023,Material recovery from non-hazardous waste / Sorting and material recovery of non-hazardous waste,CCM,5.9
Heidelberg Materials AG,2023,-,CE,0.4
Heidelberg Materials AG,2023,Sorting and material recovery of non-hazardous waste,CE,2.7
Hugo Boss AG,2023,,,
IBERDROLA SA,2024,Manufacture of hydrogen,CCM,3.10
IBERDROLA SA,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
IBERDROLA SA,2024,Storage of electricity,CCM,4.10
IBERDROLA SA,2024,Electricity generation from gaseous fossil fuels,CCM,4.29
IBERDROLA SA,2024,Electricity generation from wind power,CCM,4.3
IBERDROLA SA,2024,Electricity generation from hydropower,CCM,4.5
IBERDROLA SA,2024,Transmission and distribution of electricity,CCM,4.9
IBERDROLA SA,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
IBERDROLA SA,2024,"Installation, maintenance and repair of recharge stations for electric vehicles in buildings (and in parking spaces attached to buildings)",CCM,7.4
IBERDROLA SA,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
IBERDROLA SA,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
INDUSTRIA DE DISENO TEXTIL S.A.,2024,Electricity generation from wind power,CCM,4.3
INDUSTRIA DE DISENO TEXTIL S.A.,2024,Renovation of existing buildings,CCM,7.2
INDUSTRIA DE DISENO TEXTIL S.A.,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
INDUSTRIA DE DISENO TEXTIL S.A.,2024,Acquisition and ownership of buildings,CCM,7.7
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,Manufacturing of aircraft,CCM,3.21
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,Passenger and freight air transport,CCM,6.19
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,Air transport ground handling operations,CCM,6.20
IONOS Group SE,2023,,,
ISS A/S,2024,"installation, maintenance and repair of energy efficiency equipment",,7.3
ISS A/S,2024,"installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",,7.5
ISS A/S,2024,energy management services,,9.3
IVU Traffic Technologies AG,2023,Taxonomy-eligible but not taxonomy aligned revenue,,8.2
Immofinanz AG,2023,"Installation, maintenance and repair of energy efficient equipment / Installation, maintenance and repair of renewable energy technology",,7.3
Immofinanz AG,2023,Economic activity only requires the existence of one of the renewable energy technologies listed,,7.6
Immofinanz AG,2023,Acquisition and ownership of buildings,,7.7
Immofinanz AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Immofinanz AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Immofinanz AG,2023,Acquisition and ownership of buildings,CCM,7.7
Indus Holding AG,2023,,,
"Industria de Diseño Textil, S.A.",2023,Electricity generation from wind power,CCM,4.3
"Industria de Diseño Textil, S.A.",2023,Electricity generation from wind power,CCM,4.3
"Industria de Diseño Textil, S.A.",2023,Renovation of existing buildings,CCM,7.2
"Industria de Diseño Textil, S.A.",2023,Renovation of existing buildings,CCM,7.2
"Industria de Diseño Textil, S.A.",2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
"Industria de Diseño Textil, S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
"Industria de Diseño Textil, S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
Instone Real Estate Group,2023,Construction of buildings,,41
Instone Real Estate Group,2023,Construction of new buildings,CCA,7.1
Instone Real Estate Group,2023,Construction of new buildings,CCM,7.1
Instone Real Estate Group,2023,Construction of new buildings,CE,3.1
JERONIMO MARTINS SGPS S.A.,2024,"Transport by motorbikes, passenger cars and light-duty vehicles",CCM,6.5
JERONIMO MARTINS SGPS S.A.,2024,Renovation of existing buildings,CCM,7.2
JERONIMO MARTINS SGPS S.A.,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
JERONIMO MARTINS SGPS S.A.,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulating and monitoring the energy performance of buildings.",CCM,7.5
JERONIMO MARTINS SGPS S.A.,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
JERONIMO MARTINS SGPS S.A.,2024,Acquisition and ownership of buildings,CCM,7.7
Jenoptik AG,2023,Transportation by car and light commercial vehicles,CCM,6.5
Jenoptik AG,2023,Construction of new buildings,CCM,7.1
Jenoptik AG,2023,"Installation, maintenance, and repair of energy efficiency equipment",CCM,7.3
Jenoptik AG,2023,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings",CCM,7.4
Jenoptik AG,2023,"Installation, maintenance, and repair of instruments and devices for measuring, regulation, and controlling energy performance of buildings",CCM,7.5
Jenoptik AG,2023,Manufacture of electrical and electronic equipment,CE,1.2
Jenoptik AG,2023,"Repair, refurbishment, and remanufacturing",CE,5.1
Jenoptik AG,2023,Sale of spare parts,CE,5.2
Jenoptik AG,2023,Sale of second-hand goods,CE,5.3
Jenoptik AG,2023,Products-as-a-service and other circular use-and result-oriented service models,CE,5.5
Jungheinrich AG,2023,Manufacture of batteries,,3.4
Jungheinrich AG,2023,Manufacture of other low carbon1 technologies,,3.6
Jungheinrich AG,2023,"Repair, refurbishment and remanufacturing",,5.1
Jungheinrich AG,2023,Sale of second-hand goods,,5.4
Jungheinrich AG,2023,Product-as-a-service and other circular use- and result-oriented service models,,5.5
Jungheinrich AG,2023,"Transport using motorbikes, passenger cars and commercial vehicles",,6.5
Jungheinrich AG,2023,Freight transport services by road,,6.6
Jungheinrich AG,2023,Renovation of existing buildings,,7.2
Jungheinrich AG,2023,"Installation, maintenance and repair of energy-efficient equipment",,7.3
Jungheinrich AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles",,7.4
Jungheinrich AG,2023,"Installation, maintenance and repair of instruments and devices",,7.5
Jungheinrich AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
Jungheinrich AG,2023,Acquisition and ownership of buildings,,7.7
Jungheinrich AG,2023,"Data processing, hosting and related activities",,8.1
Jungheinrich AG,2023,Manufacture of batteries,CCA,3.4
Jungheinrich AG,2023,Manufacture of other low carbon technologies,CCA,3.6
Jungheinrich AG,2023,Manufacture of batteries,CCM,3.4
Jungheinrich AG,2023,Manufacture of other low carbon technologies,CCM,3.6
Jungheinrich AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles",CCM,7.4
Jungheinrich AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Jungheinrich AG,2023,Acquisition and ownership of buildings,CCM,7.7
Jungheinrich AG,2023,"Repair, refurbishment and remanufacturing",CE,5.1
Jungheinrich AG,2023,Sale of second-hand goods,CE,5.4
Jungheinrich AG,2023,Product-as-a-service and other circular use- and result-oriented service models,CE,5.5
K+S Aktiengesellschaft,2023,"1. The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
K+S Aktiengesellschaft,2023,"2. The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
K+S Aktiengesellschaft,2023,"3. The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
