stage,slug,company,report_year,chunk_index,batch_index,source_md,n_chunks,start_page,end_page,chunk_tokens_est,n_evidence_lines_in_batch,prompt_tokens_est,elapsed_s,status,error_message,attempt_used,prompt_tokens_api,completion_tokens_api,total_tokens_api,n_evidence_rows_norm,n_rows_normalized
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,42.0,96.0,20096,,20556,5.222444,ok,,1.0,20329.0,47.0,20376.0,0.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,97.0,132.0,20037,,20497,47.394356,ok,,1.0,20418.0,1007.0,21425.0,7.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,4.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,133.0,264.0,20634,,21094,3.756281,ok,,1.0,20913.0,35.0,20948.0,0.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,5.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,265.0,820.0,20768,,21228,32.640509,ok,,1.0,20898.0,41.0,20939.0,0.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,6.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,821.0,825.0,2949,,3408,33.1491,ok,,1.0,3342.0,35.0,3377.0,0.0,
pass2,banco_santander_s_a,"Banco Santander, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,6,,,629,7.0,1049,10.345861,ok,,1.0,1050.0,689.0,1739.0,,7.0
pass1,baywa_ag,BayWa AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\baywa_ag\2023\focused\baywa_ag_2023_taxonomy_focused.md,1,224.0,231.0,8062,,8518,1.22666,ok,,1.0,8421.0,33.0,8454.0,0.0,
pass1,bayer_ag,Bayer AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bayer_ag\2023\focused\bayer_ag_2023_taxonomy_focused.md,2,14.0,74.0,20815,,21271,16.840969,ok,,1.0,21110.0,935.0,22045.0,10.0,
pass1,bayer_ag,Bayer AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bayer_ag\2023\focused\bayer_ag_2023_taxonomy_focused.md,2,75.0,245.0,11163,,11619,3.307483,ok,,1.0,11471.0,33.0,11504.0,0.0,
pass2,bayer_ag,Bayer AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bayer_ag\2023\focused\bayer_ag_2023_taxonomy_focused.md,2,,,780,10.0,1196,8.063964,ok,,1.0,1195.0,377.0,1572.0,,8.0
pass1,bechtle_ag,Bechtle AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bechtle_ag\2023\focused\bechtle_ag_2023_taxonomy_focused.md,1,109.0,298.0,7986,,8443,3.920324,ok,,1.0,8409.0,534.0,8943.0,6.0,
pass2,bechtle_ag,Bechtle AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bechtle_ag\2023\focused\bechtle_ag_2023_taxonomy_focused.md,1,,,284,6.0,701,6.550326,ok,,1.0,705.0,354.0,1059.0,,6.0
pass1,beiersdorf_ag,Beiersdorf AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\beiersdorf_ag\2023\focused\beiersdorf_ag_2023_taxonomy_focused.md,2,80.0,138.0,20219,,20676,33.249333,ok,,1.0,20607.0,2243.0,22850.0,26.0,
pass1,beiersdorf_ag,Beiersdorf AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\beiersdorf_ag\2023\focused\beiersdorf_ag_2023_taxonomy_focused.md,2,255.0,264.0,6007,,6464,2.826437,ok,,1.0,6244.0,34.0,6278.0,0.0,
pass2,beiersdorf_ag,Beiersdorf AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\beiersdorf_ag\2023\focused\beiersdorf_ag_2023_taxonomy_focused.md,2,,,2129,26.0,2546,9.074017,ok,,1.0,2527.0,565.0,3092.0,,11.0
pass1,bike24_holding_ag,Bike24 Holding AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bike24_holding_ag\2023\focused\bike24_holding_ag_2023_taxonomy_focused.md,1,69.0,90.0,14241,,14698,8.31318,ok,,1.0,14440.0,438.0,14878.0,4.0,
pass2,bike24_holding_ag,Bike24 Holding AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bike24_holding_ag\2023\focused\bike24_holding_ag_2023_taxonomy_focused.md,1,,,185,4.0,602,7.563172,ok,,1.0,602.0,291.0,893.0,,4.0
pass1,bilfinger_se,Bilfinger SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bilfinger_se\2023\focused\bilfinger_se_2023_taxonomy_focused.md,3,15.0,126.0,20500,,20957,7.712622,ok,,1.0,20776.0,33.0,20809.0,0.0,
pass1,bilfinger_se,Bilfinger SE,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bilfinger_se\2023\focused\bilfinger_se_2023_taxonomy_focused.md,3,127.0,148.0,21616,,22073,24.694918,ok,,1.0,21993.0,1629.0,23622.0,26.0,
pass1,bilfinger_se,Bilfinger SE,2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bilfinger_se\2023\focused\bilfinger_se_2023_taxonomy_focused.md,3,149.0,280.0,13219,,13676,59.029969,ok,,2.0,13547.0,1391.0,14938.0,18.0,
pass2,bilfinger_se,Bilfinger SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\bilfinger_se\2023\focused\bilfinger_se_2023_taxonomy_focused.md,3,,,3367,44.0,3784,28.035475,ok,,1.0,3725.0,1643.0,5368.0,,44.0
pass1,brenntag_se,Brenntag SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\brenntag_se\2023\focused\brenntag_se_2023_taxonomy_focused.md,2,79.0,121.0,23682,,24139,20.667705,ok,,1.0,23988.0,1233.0,25221.0,20.0,
pass1,brenntag_se,Brenntag SE,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\brenntag_se\2023\focused\brenntag_se_2023_taxonomy_focused.md,2,122.0,145.0,13527,,13984,8.260567,ok,,1.0,13926.0,195.0,14121.0,0.0,
pass2,brenntag_se,Brenntag SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\brenntag_se\2023\focused\brenntag_se_2023_taxonomy_focused.md,2,,,1023,20.0,1439,12.303418,ok,,1.0,1433.0,785.0,2218.0,,14.0
pass1,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,3,57.0,82.0,20664,,21123,5.551946,ok,,1.0,20968.0,34.0,21002.0,0.0,
pass1,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,3,85.0,138.0,21446,,21906,13.49,ok,,1.0,21769.0,728.0,22497.0,5.0,
pass1,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,3,265.0,272.0,6703,,7163,2.00186,ok,,1.0,7116.0,34.0,7150.0,0.0,
pass2,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,3,,,235,5.0,654,9.189444,ok,,1.0,660.0,251.0,911.0,,3.0
pass1,carrefour,CARREFOUR,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,1.0,26.0,20449,,20905,6.533561,ok,,1.0,20306.0,34.0,20340.0,0.0,
pass1,carrefour,CARREFOUR,2024,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,27.0,44.0,20026,,20483,3.440314,ok,,1.0,19831.0,28.0,19859.0,0.0,
pass1,carrefour,CARREFOUR,2024,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,45.0,65.0,20949,,21406,3.414723,ok,,1.0,20902.0,34.0,20936.0,0.0,
pass1,carrefour,CARREFOUR,2024,4.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,66.0,85.0,20364,,20821,6.050054,ok,,1.0,20466.0,34.0,20500.0,0.0,
pass1,carrefour,CARREFOUR,2024,5.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,86.0,106.0,20172,,20629,4.37583,ok,,1.0,20262.0,46.0,20308.0,0.0,
pass1,carrefour,CARREFOUR,2024,6.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,107.0,127.0,20910,,21367,3.85497,ok,,1.0,20960.0,34.0,20994.0,0.0,
pass1,carrefour,CARREFOUR,2024,7.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,128.0,149.0,20136,,20593,34.193426,ok,,1.0,20154.0,34.0,20188.0,0.0,
pass1,carrefour,CARREFOUR,2024,8.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,150.0,172.0,20092,,20549,23.497366,ok,,1.0,20228.0,1349.0,21577.0,25.0,
pass1,carrefour,CARREFOUR,2024,9.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,173.0,196.0,20871,,21328,15.520208,ok,,1.0,20880.0,840.0,21720.0,12.0,
pass1,carrefour,CARREFOUR,2024,10.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,197.0,216.0,20058,,20515,3.31948,ok,,1.0,20079.0,34.0,20113.0,0.0,
pass1,carrefour,CARREFOUR,2024,11.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,217.0,237.0,20387,,20844,2.575577,ok,,1.0,20347.0,34.0,20381.0,0.0,
pass1,carrefour,CARREFOUR,2024,12.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,238.0,256.0,21052,,21509,5.50354,ok,,1.0,20988.0,40.0,21028.0,0.0,
pass1,carrefour,CARREFOUR,2024,13.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,257.0,283.0,20129,,20586,4.278949,ok,,1.0,20034.0,34.0,20068.0,0.0,
pass1,carrefour,CARREFOUR,2024,14.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,284.0,314.0,20295,,20752,3.551101,ok,,1.0,20178.0,34.0,20212.0,0.0,
pass1,carrefour,CARREFOUR,2024,15.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,315.0,347.0,20759,,21216,3.597584,ok,,1.0,20592.0,34.0,20626.0,0.0,
pass1,carrefour,CARREFOUR,2024,16.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,348.0,373.0,20503,,20960,6.848313,ok,,1.0,20680.0,46.0,20726.0,0.0,
pass1,carrefour,CARREFOUR,2024,17.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,374.0,399.0,21113,,21570,3.91655,ok,,1.0,21376.0,46.0,21422.0,0.0,
pass1,carrefour,CARREFOUR,2024,18.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,400.0,421.0,20381,,20837,32.615614,ok,,1.0,20432.0,40.0,20472.0,0.0,
pass1,carrefour,CARREFOUR,2024,19.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,422.0,442.0,20091,,20548,3.803271,ok,,1.0,20257.0,34.0,20291.0,0.0,
pass1,carrefour,CARREFOUR,2024,20.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,443.0,465.0,20046,,20503,7.613086,ok,,1.0,20276.0,34.0,20310.0,0.0,
pass1,carrefour,CARREFOUR,2024,21.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,466.0,489.0,20784,,21240,6.615241,ok,,1.0,21013.0,34.0,21047.0,0.0,
pass1,carrefour,CARREFOUR,2024,22.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,490.0,512.0,20204,,20661,6.507065,ok,,1.0,20358.0,34.0,20392.0,0.0,
pass1,carrefour,CARREFOUR,2024,23.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,513.0,541.0,20283,,20740,3.473724,ok,,1.0,20411.0,28.0,20439.0,0.0,
pass1,carrefour,CARREFOUR,2024,24.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,542.0,566.0,20999,,21456,3.270747,ok,,1.0,21244.0,34.0,21278.0,0.0,
pass1,carrefour,CARREFOUR,2024,25.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,567.0,584.0,6819,,7276,5.998043,ok,,1.0,7221.0,34.0,7255.0,0.0,
pass2,carrefour,CARREFOUR,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,25,,,1583,37.0,1999,14.427154,ok,,1.0,1997.0,926.0,2923.0,,25.0
pass1,cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\cewe_stiftung_co_kgaa\2023\focused\cewe_stiftung_co_kgaa_2023_taxonomy_focused.md,2,46.0,212.0,20922,,21386,15.189036,ok,,1.0,21194.0,838.0,22032.0,12.0,
pass1,cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\cewe_stiftung_co_kgaa\2023\focused\cewe_stiftung_co_kgaa_2023_taxonomy_focused.md,2,213.0,213.0,1504,,1968,3.174506,ok,,1.0,1970.0,39.0,2009.0,0.0,
pass2,cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\cewe_stiftung_co_kgaa\2023\focused\cewe_stiftung_co_kgaa_2023_taxonomy_focused.md,2,,,761,12.0,1185,9.892131,ok,,1.0,1180.0,208.0,1388.0,,7.0
pass1,christian_dior,CHRISTIAN DIOR,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\christian_dior\2024\focused\christian_dior_2024_taxonomy_focused.md,1,168.0,179.0,8145,,8603,17.257043,ok,,1.0,8251.0,916.0,9167.0,12.0,
pass2,christian_dior,CHRISTIAN DIOR,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\christian_dior\2024\focused\christian_dior_2024_taxonomy_focused.md,1,,,825,12.0,1243,6.788734,ok,,1.0,1246.0,379.0,1625.0,,6.0
pass1,cie_automotive_s_a,"CIE Automotive, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\cie_automotive_s_a\2023\focused\cie_automotive_s_a_2023_taxonomy_focused.md,1,163.0,283.0,19942,,20401,12.247486,ok,,1.0,20326.0,790.0,21116.0,11.0,
pass2,cie_automotive_s_a,"CIE Automotive, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\cie_automotive_s_a\2023\focused\cie_automotive_s_a_2023_taxonomy_focused.md,1,,,497,11.0,916,10.825102,ok,,1.0,918.0,441.0,1359.0,,11.0
pass1,caixabank_s_a,"CaixaBank, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\caixabank_s_a\2023\focused\caixabank_s_a_2023_taxonomy_focused.md,2,83.0,182.0,20002,,20461,5.792533,ok,,1.0,20348.0,36.0,20384.0,0.0,
pass1,caixabank_s_a,"CaixaBank, S.A.",2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\caixabank_s_a\2023\focused\caixabank_s_a_2023_taxonomy_focused.md,2,183.0,186.0,4893,,5352,2.216897,ok,,1.0,5295.0,36.0,5331.0,0.0,
pass1,commerzbank_ag,Commerzbank AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,4,12.0,46.0,20575,,21033,3.917309,ok,,1.0,20601.0,46.0,20647.0,0.0,
pass1,commerzbank_ag,Commerzbank AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,4,47.0,65.0,20394,,20852,8.537322,ok,,1.0,20583.0,335.0,20918.0,5.0,
pass1,commerzbank_ag,Commerzbank AG,2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,4,66.0,419.0,20120,,20578,30.414216,ok,,1.0,20194.0,2145.0,22339.0,13.0,
pass1,commerzbank_ag,Commerzbank AG,2023,4.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,4,420.0,426.0,4689,,5148,6.501007,ok,,1.0,5080.0,46.0,5126.0,0.0,
pass2,commerzbank_ag,Commerzbank AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,4,,,1611,18.0,2029,10.760597,ok,,1.0,2017.0,655.0,2672.0,,15.0
pass1,compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\compagnie_de_l_odet_se\2023\focused\compagnie_de_l_odet_se_2023_taxonomy_focused.md,2,61.0,75.0,20863,,21324,22.145784,ok,,1.0,21152.0,1461.0,22613.0,23.0,
pass1,compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\compagnie_de_l_odet_se\2023\focused\compagnie_de_l_odet_se_2023_taxonomy_focused.md,2,130.0,137.0,7223,,7684,3.513789,ok,,1.0,7622.0,49.0,7671.0,0.0,
pass2,compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\compagnie_de_l_odet_se\2023\focused\compagnie_de_l_odet_se_2023_taxonomy_focused.md,2,,,990,23.0,1411,11.500899,ok,,1.0,1409.0,557.0,1966.0,,13.0
pass1,continental_ag,Continental AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,3,3.0,52.0,20399,,20855,3.739189,ok,,1.0,20643.0,33.0,20676.0,0.0,
pass1,continental_ag,Continental AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,3,53.0,123.0,20045,,20501,17.892357,ok,,1.0,20397.0,1192.0,21589.0,11.0,
pass1,continental_ag,Continental AG,2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,3,124.0,126.0,2122,,2578,5.970604,ok,,1.0,2567.0,45.0,2612.0,0.0,
pass2,continental_ag,Continental AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,3,,,909,11.0,1325,7.069802,ok,,1.0,1317.0,323.0,1640.0,,8.0
pass1,corporacion_financiera_alba_s_a,"Corporacion Financiera Alba, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\corporacion_financiera_alba_s_a\2023\focused\corporacion_financiera_alba_s_a_2023_taxonomy_focused.md,2,215.0,322.0,20586,,21050,3.854512,ok,,1.0,20715.0,38.0,20753.0,0.0,
pass1,corporacion_financiera_alba_s_a,"Corporacion Financiera Alba, S.A.",2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\corporacion_financiera_alba_s_a\2023\focused\corporacion_financiera_alba_s_a_2023_taxonomy_focused.md,2,323.0,339.0,12061,,12525,19.978674,ok,,1.0,12466.0,1240.0,13706.0,5.0,
pass2,corporacion_financiera_alba_s_a,"Corporacion Financiera Alba, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\corporacion_financiera_alba_s_a\2023\focused\corporacion_financiera_alba_s_a_2023_taxonomy_focused.md,2,,,463,5.0,886,4.416499,ok,,1.0,886.0,168.0,1054.0,,2.0
pass1,covestro_ag,Covestro AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\covestro_ag\2023\focused\covestro_ag_2023_taxonomy_focused.md,2,28.0,187.0,20119,,20576,16.755502,ok,,1.0,20424.0,1078.0,21502.0,16.0,
pass1,covestro_ag,Covestro AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\covestro_ag\2023\focused\covestro_ag_2023_taxonomy_focused.md,2,188.0,319.0,17402,,17859,6.227882,ok,,1.0,17767.0,1266.0,19033.0,15.0,
pass2,covestro_ag,Covestro AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\covestro_ag\2023\focused\covestro_ag_2023_taxonomy_focused.md,2,,,1481,31.0,1898,15.845998,ok,,1.0,1878.0,939.0,2817.0,,31.0
pass1,do_co_ag,DO & CO AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\do_co_ag\2023\focused\do_co_ag_2023_taxonomy_focused.md,2,12.0,31.0,21493,,21950,7.215741,ok,,1.0,21852.0,1598.0,23450.0,28.0,
pass1,do_co_ag,DO & CO AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\do_co_ag\2023\focused\do_co_ag_2023_taxonomy_focused.md,2,32.0,36.0,4080,,4537,10.566065,ok,,1.0,4515.0,593.0,5108.0,6.0,
pass2,do_co_ag,DO & CO AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\do_co_ag\2023\focused\do_co_ag_2023_taxonomy_focused.md,2,,,1986,34.0,2403,14.932782,ok,,1.0,2393.0,1000.0,3393.0,,34.0
pass1,ds_smith_limited,DS SMITH LIMITED,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,1.0,31.0,20149,,20606,4.54111,ok,,1.0,20375.0,34.0,20409.0,0.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,2.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,32.0,54.0,20785,,21242,4.842301,ok,,1.0,21078.0,162.0,21240.0,0.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,3.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,55.0,74.0,20166,,20623,7.239669,ok,,1.0,20512.0,34.0,20546.0,0.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,4.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,75.0,96.0,20074,,20531,11.38201,ok,,1.0,20414.0,622.0,21036.0,5.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,5.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,97.0,121.0,20935,,21392,3.690607,ok,,1.0,21217.0,34.0,21251.0,0.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,6.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,122.0,142.0,20195,,20652,1.607927,ok,,1.0,20410.0,28.0,20438.0,0.0,
pass1,ds_smith_limited,DS SMITH LIMITED,2024,7.0,,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,9,143.0,168.0,20227,,20684,2.592518,ok,,1.0,20295.0,46.0,20341.0,0.0,
