company,report_year,activity,label,code_numeric
Deutsche Telekom AG,2023,"Data processing, hosting and related activities",CCM,8.1
Deutsche Telekom AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Deutsche Telekom AG,2023,Product-as-a-service and other circular use- and result-oriented service modelsb,CE,5.5
Deutz AG,2023,3.2,,3.2
Deutz AG,2023,3.4,,3.4
Deutz AG,2023,3.6,,3.6
Deutz AG,2023,6.5,,6.5
Deutz AG,2023,7.2,,7.2
Deutz AG,2023,7.3,,7.3
Deutz AG,2023,7.4,,7.4
Deutz AG,2023,7.5,,7.5
Deutz AG,2023,7.6,,7.6
Deutz AG,2023,9.1,,9.1
Deutz AG,2023,CCM 3.2. Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Deutz AG,2023,CCM 3.4. Manufacture of batteries,CCM,3.4
Deutz AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.6
Deutz AG,2023,"Use of company cars with an electric, hybrid, or hydrogen drive",CCM,6.5
Deutz AG,2023,CCM 7.2. Renovation of existing buildings,CCM,7.2
Deutz AG,2023,Renovation of existing buildings,CCM,7.2
Deutz AG,2023,"CCM 7.3. Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Deutz AG,2023,"CCM 7.4. Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Deutz AG,2023,"CCM 7.5. Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",CCM,7.5
Deutz AG,2023,"CCM 7.6. Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Deutz AG,2023,"CCM 9.1. Close to market research, development and innovation",CCM,9.1
Deutz AG,2023,CE 3.2. Renovation of existing buildings,CE,3.2
Dürr AG,2023,Manufacture of other low carbon technologies,,3.6
Dürr AG,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",,6.5
Dürr AG,2023,Acquisition and ownership of buildings,,7.7
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,5
Dürr AG,2023,Manufacture of renewable energy technologies,CCM,5
Dürr AG,2023,Manufacture of aircraft,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Manufacture of other low carbon technologies,CCM,5
Dürr AG,2023,Storage of thermal energy,CCM,5
Dürr AG,2023,Storage of thermal energy,CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,5
Dürr AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
Dürr AG,2023,Acquisition and ownership of buildings,CCM,5
E.ON SE,2023,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM,4.19
E.ON SE,2023,Production of heat/cool from solar thermal heating,CCM,4.21
E.ON SE,2023,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2023,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of other taxonomy-eligible but not taxonomy-aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of other taxonomy-non-eligible economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
E.ON SE,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
E.ON SE,2024,Storage of electricity,CCM,4.10
E.ON SE,2024,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
E.ON SE,2024,District heating/cooling distribution,CCM,4.15
E.ON SE,2024,Installation and operation of electric heat pumps,CCM,4.16
E.ON SE,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
E.ON SE,2024,Production of heat/cool from geothermal energy,CCM,4.22
E.ON SE,2024,Production of heat/cool from renewable non-fossil gaseous and liquid fuels,CCM,4.23
E.ON SE,2024,Production of heat/cool from bioenergy,CCM,4.24
E.ON SE,2024,Electricity generation from wind power,CCM,4.3
E.ON SE,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
E.ON SE,2024,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
E.ON SE,2024,Electricity generation from hydropower,CCM,4.5
E.ON SE,2024,Electricity generation from bioenergy,CCM,4.8
E.ON SE,2024,Transmission and distribution of electricity,CCM,4.9
E.ON SE,2024,"Construction, extension and operation of water collection, treatment and supply systems / Water supply",CCM,5.1
E.ON SE,2024,"Renewal of water collection, treatment and supply systems / Water supply",CCM,5.2
E.ON SE,2024,"Construction, extension and operation of waste water collection and treatment / Urban waste water treatment",CCM,5.3
E.ON SE,2024,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
E.ON SE,2024,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
E.ON SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and contr. energy performance of buildings",CCM,7.5
E.ON SE,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
E.ON SE,2024,"Data processing, hosting and related activities",CCM,8.1
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
E.ON SE,2024,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
"EDP Renováveis, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"EDP Renováveis, S.A.",2023,Electricity generation from wind power,CCM,4.3
"EDP Renováveis, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
ENI S.P.A.,2024,Manufacture of plastics in primary form,,3.17
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,,4.1
ENI S.P.A.,2024,Storage of electricity,,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
ENI S.P.A.,2024,Electricity generation (wind),,4.3
ENI S.P.A.,2024,Electricity generation from bioenergy,,4.8
ENI S.P.A.,2024,Underground permanent geological storage of CO2,,5.12
ENI S.P.A.,2024,Manufacture of hydrogen,CCM,3.10
ENI S.P.A.,2024,Manufacture of organic basic chemicals,CCM,3.14
ENI S.P.A.,2024,Manufacture of plastics in primary form,CCM,3.17
ENI S.P.A.,2024,Manufacture of other low carbon technologies,CCM,3.6
ENI S.P.A.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ENI S.P.A.,2024,Storage of electricity,CCM,4.10
ENI S.P.A.,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
ENI S.P.A.,2024,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
ENI S.P.A.,2024,Electricity generation (wind),CCM,4.3
ENI S.P.A.,2024,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
ENI S.P.A.,2024,Electricity generation from bioenergy,CCM,4.8
ENI S.P.A.,2024,Transmission and distribution of electricity,CCM,4.9
ENI S.P.A.,2024,Underground permanent geological storage of CO2,CCM,5.12
ENI S.P.A.,2024,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
ENI S.P.A.,2024,Collection and transport of non-hazardous waste in source segregated fractions,CCM,5.5
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Anaerobic digestion of bio-waste,CCM,5.7
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
ENI S.P.A.,2024,Composting of bio-waste,CCM,5.8
ENI S.P.A.,2024,Infrastructure enabling road transport and public transport,CCM,6.15
ENI S.P.A.,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ENI S.P.A.,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
ENI S.P.A.,2024,Recovery of bio-waste by anaerobic digestion or composting,CE,2.5
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
ENI S.P.A.,2024,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
EQUINOR ASA,2024,Electricity generation from wind power,,D35.11
EQUINOR ASA,2024,Electricity generation using solar photovoltaic technology,,F42.22
EQUINOR ASA,2024,Storage of electricity,,
Eckert & Ziegler SE,2023,"Transport with motorbikes, passenger cars and light commercial vehicles",,6.5.
Eckert & Ziegler SE,2023,Transport of goods by road,,6.6.
Eckert & Ziegler SE,2023,New construction,,7.1.
Elmos Semiconductor SE,2023,Manufacture of automotive and mobility components,CCM,3.18
Elmos Semiconductor SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
ElringKlinger AG,2023,Manufacture of automotive and mobility components,,3.18
ElringKlinger AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
ElringKlinger AG,2023,Manufacture of batteries,,3.4
ElringKlinger AG,2023,"transport by motorbikes, passenger cars, and (light) commercial vehicles",,6.5
ElringKlinger AG,2023,Renovation of existing buildings,,7.2
ElringKlinger AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
ElringKlinger AG,2023,Acquisition and ownership of buildings,,7.7
ElringKlinger AG,2023,Construction and real estate activities,,
ElringKlinger AG,2023,Manufacturing,,
ElringKlinger AG,2023,Transport,,
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via photovoltaic technology,CCM,4.1
EnBW Energie Baden-Württemberg AG,2023,Storage of electricity2,CCM,4.10
EnBW Energie Baden-Württemberg AG,2023,Production of biogas and biofuels for the transport sector and liquid biofuels 2,CCM,4.13
EnBW Energie Baden-Württemberg AG,2023,District heating/cooling distribution,CCM,4.15
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
EnBW Energie Baden-Württemberg AG,2023,Electricity generation via wind power,CCM,4.3
EnBW Energie Baden-Württemberg AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
EnBW Energie Baden-Württemberg AG,2023,Transmission and distribution of electricity,CCM,4.9
EnBW Energie Baden-Württemberg AG,2023,"Construction, expansion and operation of systems to extract, treat and supply water",CCM,5.1
EnBW Energie Baden-Württemberg AG,2023,Infrastructure for low-carbon road traffic and public transport,CCM,6.15
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of other taxonomy-aligned economic activities not referred to in rows 1 to 6 above in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of other taxonomy-eligible but not taxonomy aligned economic activities not referred to in rows 1 to 6 above in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the numerator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,,
EnBW Energie Baden-Württemberg AG,2023,Biomass,,
EnBW Energie Baden-Württemberg AG,2023,Combined heat and power,,
EnBW Energie Baden-Württemberg AG,2023,District heating,,
EnBW Energie Baden-Württemberg AG,2023,E-mobility,,
EnBW Energie Baden-Württemberg AG,2023,Electricity distribution grids,,
EnBW Energie Baden-Württemberg AG,2023,Electricity generation from gas,,
EnBW Energie Baden-Württemberg AG,2023,Electricity transmission grids,,
EnBW Energie Baden-Württemberg AG,2023,Gas distribution grids,,
EnBW Energie Baden-Württemberg AG,2023,Gas transmission grids,,
EnBW Energie Baden-Württemberg AG,2023,Offshore wind,,
EnBW Energie Baden-Württemberg AG,2023,Onshore wind,,
EnBW Energie Baden-Württemberg AG,2023,Pumped storage,,
EnBW Energie Baden-Württemberg AG,2023,Run-of-river,,
EnBW Energie Baden-Württemberg AG,2023,Solar,,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
EnBW Energie Baden-Württemberg AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
EnBW Energie Baden-Württemberg AG,2023,Water grids,,
EnBW Energie Baden-Württemberg AG,2023,Water supply,,
"Enagás, S.A.",2023,Activity 3.10 CCM. Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Manufacture of hydrogen,CCM,3.10
"Enagás, S.A.",2023,Activity 3.3 EC. Demolition and wrecking of buildings and other structures,EC,3.3
"Enagás, S.A.",2023,Activity 4.1 CCM. Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Electricity generation using solar photovoltaic technology,CCM,4.1
"Enagás, S.A.",2023,Activity 4.12 CCM. Storage of hydrogen,CCM,4.12
"Enagás, S.A.",2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
"Enagás, S.A.",2023,Activity 6.15 CCM. Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Enagás, S.A.",2023,"Activity 7.4 CCM. Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Enagás, S.A.",2023,"Activity 8.1 CCM. Data processing, hosting and related activities",CCM,8.1
"Enagás, S.A.",2023,"Data processing, hosting and related activities",CCM,8.1
"Endesa, S.A.",2023,Coal,,
"Endesa, S.A.",2023,"Distribution, excluding new connections between a substation or network and a power production plant that is more GHG-intensive than 100 gCO2e/kWh",,
"Endesa, S.A.",2023,"Financial services, general and shared services and other non-relevant product groups",,
"Endesa, S.A.",2023,Fuel-oil and OCGT,,
"Endesa, S.A.",2023,Gaseous fossil fuels (CCGT),,
"Endesa, S.A.",2023,Geothermal energy,,
"Endesa, S.A.",2023,Hydraulic (1%),,
"Endesa, S.A.",2023,Hydroelectric (99%),,
"Endesa, S.A.",2023,New connections between a substation or grid and a power plant with greenhouse gas emissions exceeding 100 gCO2e/kWh,,
"Endesa, S.A.",2023,Nuclear,,
"Endesa, S.A.",2023,Retail sale of electricity and gas to end users,,
"Endesa, S.A.",2023,"Smart lighting, E-bus, Energy efficiency, Home, Energy assessment, Distributed energy, E-Mobility, Battery energy storage",,
"Endesa, S.A.",2023,Storage for renewable energy sources,,
"Endesa, S.A.",2023,Trading,,
"Endesa, S.A.",2023,Wind and solar energy,,
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,,3.5
Evonik Industries AG,2023,Manufacture of organic basic chemicals,CCM,3.14
Evonik Industries AG,2023,Manufacture of plastics in primary form,CCM,3.17
Evonik Industries AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
Evonik Industries AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Evonik Industries AG,2023,Manufacture of active pharmaceutical ingredientsb,PPC,1.1
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Evonik Industries AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
FREQUENTIS AG,2023,"Data processing, hosting and related activities",CCM,8.1
FUCHS SE,2023,Renovation of existing buildings,CCM,7.2
FUCHS SE,2023,Renovation of existing buildings,CCM,7.2
FUCHS SE,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
FUCHS SE,2023,Acquisition and ownership of buildings (leasing),,
FUCHS SE,2023,Construction of new buildings,,
FUCHS SE,2023,Freight transport services by road,,
FUCHS SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings and in parking lots attached to buildings",,
FUCHS SE,2023,"Installation, maintenance and repair of energy-efficient equipment",,
FUCHS SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",,
FUCHS SE,2023,"Installation, maintenance and repair of renewable energy technologies",,
FUCHS SE,2023,Manufacture of other low-carbon technologies,,
FUCHS SE,2023,Renovation of existing buildings,,
FUCHS SE,2023,"Transport by motorcycles, passenger cars and light commercial vehicles",,
FUCHS SE,2024,Manufacture of other low carbon technologies,CCM,3.6
FUCHS SE,2024,High-efficiency co-generation of heat / cool and power from fossil gaseous fuels,CCM,4.3
FUCHS SE,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
FUCHS SE,2024,Freight transport services by road,CCM,6.6
FUCHS SE,2024,Construction of new buildings,CCM,7.1
FUCHS SE,2024,Renovation of existing buildings,CCM,7.2
FUCHS SE,2024,"Installation, maintenance and repair of energy ­efficiency equipment",CCM,7.3
FUCHS SE,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
FUCHS SE,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
FUCHS SE,2024,"CCM 7.6 Installation, maintenance and repair of renewable energy technologies (installation of photovoltaic systems; IAS 16: € 0.5 million; IFRS 16: € 0.5 million)",CCM,7.6
FUCHS SE,2024,"CCM 7.7 Acquisition and ownership of buildings (IAS 16: € 19.5 million, thereof LUBCON and Strub € 16.5 million; IFRS 16: € 26.8 million, thereof LUBCON and Strub € 2.4 million)",CCM,7.7
FUCHS SE,2024,CE 2.2 Production of alternative water resources for purposes other than human consumption (IAS 16: € 0.0 million),CE,2.2
FamiCord AG,2023,"Transportation by motorcycles, passenger cars and light commercial vehicles (vehicle fleet)",,6.5
FamiCord AG,2023,Transportation of goods by road (courier transport of samples),,6.6
FamiCord AG,2023,Acquisition and ownership of buildings,,7.7
FamiCord AG,2023,"Transportation with motorcycles, passenger cars and light commercial vehicles",CCM,6.5
FamiCord AG,2023,Transportation of goods by road,CCM,6.6
FamiCord AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,"Creative, arts and entertainment activities",CCA,13.1
Flughafen Wien AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,16.15
Flughafen Wien AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Flughafen Wien AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Flughafen Wien AG,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Flughafen Wien AG,2023,Low carbon airport infrastructure,CCM,6.17
Flughafen Wien AG,2023,Air transport ground handling services,CCM,6.20
Flughafen Wien AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Flughafen Wien AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Flughafen Wien AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Flughafen Wien AG,2023,Acquisition and ownership of buildings,CCM,7.7
Flughafen Wien AG,2023,Maintenance of roads and motorways,CE,3.4
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Flughafen Wien AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
Fraport AG,2023,Air transport ground handling operations,,6.20
